"shipment_id","shipment_number","shipment_date","warehouse_id","warehouse_name","quantity","consignee","consignee_phone","delivery_address","logistics_provider","tracking_number","actual_delivery_date","delivery_status","sales_order_number","notes","created_date","status","customer_id"
SH0000116,SH-202302-0116,"2025-04-24",WH001,深圳天翼中央成品仓库,29.0,西安安邦安全技术工程有限公司,"15933468715",四川省成都市,申通快递,SF20250424656116,"2025-04-30",已签收,SO-202302-00551,"","2025-04-24",Active,"10092"
SH0000117,SH-202303-0117,"2025-04-27",WH001,深圳天翼中央成品仓库,37.0,西安惠农农科科技有限公司,"19554340903",湖南省株洲市,京东物流,SF20250427120422,"2025-04-30",已签收,SO-202303-00031,"","2025-04-27",Active,"10005"
SH0000118,SH-202303-0118,"2025-04-14",WH001,深圳天翼中央成品仓库,22.0,长沙沃土农服股份有限公司,"13345824373",浙江省宁波市,德邦物流,SF20250414160738,"2025-04-20",已签收,SO-202303-00042,"","2025-04-14",Active,"10007"
SH0000119,SH-202303-0119,"2026-01-26",WH001,深圳天翼中央成品仓库,16.0,长沙沃土农服股份有限公司,"13345824373",浙江省宁波市,申通快递,SF20260126149405,"2026-01-29",已签收,SO-202303-00044,客户仓库施工，推迟到货,"2026-01-26",Active,"10007"
SH0000120,SH-202303-0120,"2025-04-23",WH001,深圳天翼中央成品仓库,20.0,南京绿野农资服务有限公司,"15876693898",山东省济南市,申通快递,SF20250423231869,"2025-04-26",已签收,SO-202303-00046,"","2025-04-23",Active,"10008"
SH0000121,SH-202303-0121,"2025-04-05",WH001,深圳天翼中央成品仓库,12.0,武汉农兴农业科技有限公司,"15305718272",上海市上海市,德邦物流,SF20250405377932,"",已发货,SO-202303-00059,"","2025-04-05",Active,"10010"
SH0000122,SH-202303-0122,"2025-03-27",WH001,深圳天翼中央成品仓库,2.0,沈阳农达农业有限公司,"17333754555",重庆市重庆市,德邦物流,SF20250327665492,"2025-03-29",已签收,SO-202303-00073,"","2025-03-27",Active,"10013"
SH0000123,SH-202303-0123,"2026-02-04",WH001,深圳天翼中央成品仓库,12.0,重庆绿地植保科技有限公司,"15721609600",河南省郑州市,申通快递,SF20260204813536,"2026-02-10",已签收,SO-202303-00078,客户申请延迟收货,"2026-02-04",Active,"10015"
SH0000124,SH-202303-0124,"2025-04-18",WH001,深圳天翼中央成品仓库,24.0,南京田园农科服务有限公司,"15838194420",江苏省无锡市,中通快递,SF20250418573417,"2025-04-25",已签收,SO-202303-00114,"","2025-04-18",Active,"10020"
SH0000125,SH-202303-0125,"2025-04-01",WH001,深圳天翼中央成品仓库,44.0,西安农兴农资科技有限公司,"17937643439",重庆市重庆市,顺丰速运,SF20250401454508,"2025-04-08",已签收,SO-202303-00140,"","2025-04-01",Active,"10023"
SH0000126,SH-202303-0126,"2026-03-05",WH001,深圳天翼中央成品仓库,40.0,郑州绿洲农业服务有限公司,"13510751046",辽宁省沈阳市,中通快递,SF20260305724834,"",已发货,SO-202303-00157,合同变更后重新排程,"2026-03-05",Active,"10025"
SH0000127,SH-202303-0127,"2025-04-08",WH001,深圳天翼中央成品仓库,41.0,郑州绿洲农业服务有限公司,"13510751046",辽宁省沈阳市,圆通速递,SF20250408761759,"2025-04-12",已签收,SO-202303-00158,"","2025-04-08",Active,"10025"
SH0000128,SH-202303-0128,"2026-02-16",WH001,深圳天翼中央成品仓库,3.0,郑州绿源植保技术有限公司,"17129635852",江苏省南京市,圆通速递,SF20260216112038,"",运输中,SO-202303-00174,客户仓库施工，推迟到货,"2026-02-16",Active,"10027"
SH0000129,SH-202303-0129,"2025-03-24",WH001,深圳天翼中央成品仓库,25.0,杭州大地农资有限公司,"15126226563",上海市上海市,百世快递,SF20250324801474,"2025-03-29",已签收,SO-202303-00211,"","2025-03-24",Active,"10033"
SH0000130,SH-202303-0130,"2026-01-29",WH001,深圳天翼中央成品仓库,32.0,厦门田园农服有限公司,"18630833445",陕西省咸阳市,百世快递,SF20260129663054,"",运输中,SO-202303-00227,生产延迟导致发货推迟,"2026-01-29",Active,"10034"
SH0000131,SH-202303-0131,"2026-02-27",WH001,深圳天翼中央成品仓库,5.0,厦门绿源农科技术有限公司,"19598806645",重庆市重庆市,顺丰速运,SF20260227407757,"2026-03-02",已签收,SO-202303-00232,物流调度重排,"2026-02-27",Active,"10035"
SH0000132,SH-202303-0132,"2025-04-15",WH001,深圳天翼中央成品仓库,5.0,沈阳测量地理信息科技有限公司,"19388187517",山东省青岛市,顺丰速运,SF20250415201639,"2025-04-17",已签收,SO-202303-00267,"","2025-04-15",Active,"10041"
SH0000133,SH-202303-0133,"2025-03-30",WH001,深圳天翼中央成品仓库,24.0,南京测控测绘科技有限公司,"13359154084",江苏省无锡市,京东物流,SF20250330531071,"2025-04-03",已签收,SO-202303-00278,"","2025-03-30",Active,"10043"
SH0000134,SH-202303-0134,"2025-04-16",WH001,深圳天翼中央成品仓库,16.0,厦门图新勘测服务有限公司,"17854827139",陕西省咸阳市,圆通速递,SF20250416777568,"2025-04-18",已签收,SO-202303-00335,"","2025-04-16",Active,"10053"
SH0000135,SH-202303-0135,"2025-04-30",WH001,深圳天翼中央成品仓库,29.0,杭州测控地理信息技术有限公司,"17371011200",江苏省常州市,圆通速递,SF20250430455784,"2025-05-05",已签收,SO-202303-00370,"","2025-04-30",Active,"10059"
SH0000136,SH-202303-0136,"2026-01-15",WH001,深圳天翼中央成品仓库,25.0,哈尔滨天图空间信息工程有限公司,"17546129354",上海市上海市,百世快递,SF20260115854639,"2026-01-21",已签收,SO-202303-00393,节假日延误，顺延发货,"2026-01-15",Active,"10063"
SH0000137,SH-202303-0137,"2025-04-20",WH001,深圳天翼中央成品仓库,3.0,杭州光影时代影像工作室,"18214518079",福建省厦门市,德邦物流,SF20250420392075,"2025-04-22",已签收,SO-202303-00411,"","2025-04-20",Active,"10067"
SH0000138,SH-202303-0138,"2025-04-22",WH001,深圳天翼中央成品仓库,1.0,哈尔滨光影工场影视文化有限公司,"15173669588",河南省郑州市,京东物流,SF20250422947272,"2025-04-27",已签收,SO-202303-00481,"","2025-04-22",Active,"10080"
SH0000139,SH-202303-0139,"2025-05-14",WH001,深圳天翼中央成品仓库,16.0,北京视界文化有限公司,"18557707813",福建省厦门市,圆通速递,SF20250514666847,"2025-05-16",已签收,SO-202303-00509,"","2025-05-14",Active,"10084"
SH0000140,SH-202303-0140,"2025-04-07",WH001,深圳天翼中央成品仓库,31.0,北京视界文化有限公司,"18557707813",福建省厦门市,德邦物流,SF20250407526156,"2025-04-09",已签收,SO-202303-00512,"","2025-04-07",Active,"10084"
SH0000141,SH-202303-0141,"2025-03-16",WH001,深圳天翼中央成品仓库,31.0,苏州警盾安全技术科技有限公司,"15445236735",河南省洛阳市,申通快递,SF20250316520521,"2025-03-18",已签收,SO-202303-00592,"","2025-03-16",Active,"10097"
SH0000142,SH-202304-0142,"2026-03-20",WH001,深圳天翼中央成品仓库,1.0,广州绿野农技技术有限公司,"18269820594",北京市北京市,顺丰速运,SF20260320755674,"",已发货,SO-202304-00002,客户仓库施工，推迟到货,"2026-03-20",Active,"10001"
SH0000143,SH-202304-0143,"2025-06-05",WH001,深圳天翼中央成品仓库,22.0,西安惠农农科科技有限公司,"19554340903",湖南省株洲市,京东物流,SF20250605830429,"2025-06-10",已签收,SO-202304-00020,"","2025-06-05",Active,"10005"
SH0000144,SH-202304-0144,"2025-06-05",WH001,深圳天翼中央成品仓库,33.0,长沙沃土农服股份有限公司,"13345824373",浙江省宁波市,圆通速递,SF20250605610311,"2025-06-07",已签收,SO-202304-00034,"","2025-06-05",Active,"10007"
SH0000145,SH-202304-0145,"2025-06-06",WH001,深圳天翼中央成品仓库,21.0,长沙沃土农服股份有限公司,"13345824373",浙江省宁波市,德邦物流,SF20250606161324,"2025-06-09",已签收,SO-202304-00041,"","2025-06-06",Active,"10007"
SH0000146,SH-202304-0146,"2025-05-19",WH001,深圳天翼中央成品仓库,30.0,郑州农丰农机技术有限公司,"13154318806",陕西省西安市,圆通速递,SF20250519428838,"2025-05-22",已签收,SO-202304-00063,"","2025-05-19",Active,"10011"
SH0000147,SH-202304-0147,"2025-06-01",WH001,深圳天翼中央成品仓库,15.0,上海沃土农资技术有限公司,"17356287095",湖北省襄阳市,京东物流,SF20250601627276,"",已发货,SO-202304-00093,"","2025-06-01",Active,"10016"
SH0000148,SH-202304-0148,"2025-05-29",WH001,深圳天翼中央成品仓库,38.0,南京田园农科服务有限公司,"15838194420",江苏省无锡市,中通快递,SF20250529184002,"2025-06-01",已签收,SO-202304-00113,"","2025-05-29",Active,"10020"
SH0000149,SH-202304-0149,"2025-05-21",WH001,深圳天翼中央成品仓库,29.0,南京田园农科服务有限公司,"15838194420",江苏省无锡市,顺丰速运,SF20250521808011,"2025-05-24",已签收,SO-202304-00123,"","2025-05-21",Active,"10020"
SH0000150,SH-202304-0150,"2026-03-20",WH001,深圳天翼中央成品仓库,18.0,郑州绿洲农业服务有限公司,"13510751046",辽宁省沈阳市,圆通速递,SF20260320308573,"",已发货,SO-202304-00155,生产延迟导致发货推迟,"2026-03-20",Active,"10025"
SH0000151,SH-202304-0151,"2025-05-15",WH001,深圳天翼中央成品仓库,34.0,杭州沃土农技股份有限公司,"19224173718",上海市上海市,中通快递,SF20250515185965,"2025-05-22",已签收,SO-202304-00182,"","2025-05-15",Active,"10028"
SH0000152,SH-202304-0152,"2025-06-01",WH001,深圳天翼中央成品仓库,14.0,杭州大地农资有限公司,"15126226563",上海市上海市,中通快递,SF20250601431737,"2025-06-06",已签收,SO-202304-00210,"","2025-06-01",Active,"10033"
SH0000153,SH-202304-0153,"2025-05-15",WH001,深圳天翼中央成品仓库,44.0,厦门田园农服有限公司,"18630833445",陕西省咸阳市,圆通速递,SF20250515429445,"2025-05-22",已签收,SO-202304-00226,"","2025-05-15",Active,"10034"
SH0000154,SH-202304-0154,"2025-05-04",WH001,深圳天翼中央成品仓库,32.0,厦门田园农服有限公司,"18630833445",陕西省咸阳市,德邦物流,SF20250504804318,"2025-05-10",已签收,SO-202304-00231,"","2025-05-04",Active,"10034"
SH0000155,SH-202304-0155,"2025-04-30",WH001,深圳天翼中央成品仓库,53.0,沈阳空间空间信息有限公司,"19798423334",湖北省宜昌市,百世快递,SF20250430888387,"2025-05-05",已签收,SO-202304-00260,"","2025-04-30",Active,"10040"
SH0000156,SH-202304-0156,"2025-06-02",WH001,深圳天翼中央成品仓库,1.0,济南空信空间信息服务有限公司,"18448981305",辽宁省大连市,中通快递,SF20250602690341,"2025-06-06",已签收,SO-202304-00269,"","2025-06-02",Active,"10042"
SH0000157,SH-202304-0157,"2025-06-15",WH001,深圳天翼中央成品仓库,6.0,济南空信空间信息服务有限公司,"18448981305",辽宁省大连市,德邦物流,SF20250615630458,"2025-06-17",已签收,SO-202304-00275,"","2025-06-15",Active,"10042"
SH0000158,SH-202304-0158,"2026-02-04",WH001,深圳天翼中央成品仓库,38.0,南京测控测绘科技有限公司,"13359154084",江苏省无锡市,圆通速递,SF20260204916449,"",已发货,SO-202304-00280,客户申请延迟收货,"2026-02-04",Active,"10043"
SH0000159,SH-202304-0159,"2025-06-06",WH001,深圳天翼中央成品仓库,5.0,西安星图空间信息服务有限公司,"18396889215",浙江省温州市,京东物流,SF20250606974244,"2025-06-10",已签收,SO-202304-00297,"","2025-06-06",Active,"10046"
SH0000160,SH-202304-0160,"2026-02-25",WH001,深圳天翼中央成品仓库,17.0,厦门图新勘测服务有限公司,"17854827139",陕西省咸阳市,中通快递,SF20260225120422,"2026-03-01",已签收,SO-202304-00326,生产延迟导致发货推迟,"2026-02-25",Active,"10053"
SH0000161,SH-202304-0161,"2025-05-26",WH001,深圳天翼中央成品仓库,12.0,厦门图新勘测服务有限公司,"17854827139",陕西省咸阳市,申通快递,SF20250526681542,"2025-05-31",已签收,SO-202304-00338,"","2025-05-26",Active,"10053"
SH0000162,SH-202304-0162,"2026-02-14",WH001,深圳天翼中央成品仓库,5.0,杭州光影时代影像工作室,"18214518079",福建省厦门市,顺丰速运,SF20260214352572,"",已发货,SO-202304-00414,客户申请延迟收货,"2026-02-14",Active,"10067"
SH0000163,SH-202304-0163,"2025-05-13",WH001,深圳天翼中央成品仓库,70.0,重庆镜头影像文化有限公司,"13751124015",江苏省南京市,百世快递,SF20250513395442,"2025-05-18",已签收,SO-202304-00432,"","2025-05-13",Active,"10068"
SH0000164,SH-202304-0164,"2025-06-02",WH001,深圳天翼中央成品仓库,88.0,哈尔滨光影工场影视文化有限公司,"15173669588",河南省郑州市,百世快递,SF20250602313487,"2025-06-04",已签收,SO-202304-00480,"","2025-06-02",Active,"10080"
SH0000165,SH-202304-0165,"2025-05-19",WH001,深圳天翼中央成品仓库,7.0,厦门安全卫士安防工程有限公司,"18574817290",重庆市重庆市,京东物流,SF20250519363319,"2025-05-26",已签收,SO-202304-00573,"","2025-05-19",Active,"10095"
SH0000166,SH-202304-0166,"2025-06-02",WH001,深圳天翼中央成品仓库,32.0,苏州警盾安全技术科技有限公司,"15445236735",河南省洛阳市,京东物流,SF20250602969634,"2025-06-04",已签收,SO-202304-00587,"","2025-06-02",Active,"10097"
SH0000167,SH-202305-0167,"2025-06-26",WH001,深圳天翼中央成品仓库,20.0,西安沃土植保科技有限公司,"17786066793",重庆市重庆市,百世快递,SF20250626908577,"2025-07-03",已签收,SO-202305-00008,"","2025-06-26",Active,"10002"
SH0000168,SH-202305-0168,"2025-06-26",WH001,深圳天翼中央成品仓库,34.0,青岛田园农科有限公司,"13489747629",辽宁省沈阳市,圆通速递,SF20250626563298,"2025-07-02",已签收,SO-202305-00009,"","2025-06-26",Active,"10003"
SH0000169,SH-202305-0169,"2025-06-27",WH001,深圳天翼中央成品仓库,3.0,青岛田园农科有限公司,"13489747629",辽宁省沈阳市,顺丰速运,SF20250627217308,"2025-07-04",已签收,SO-202305-00014,"","2025-06-27",Active,"10003"
SH0000170,SH-202305-0170,"2025-07-09",WH001,深圳天翼中央成品仓库,32.0,西安惠农农科科技有限公司,"19554340903",湖南省株洲市,顺丰速运,SF20250709975136,"2025-07-14",已签收,SO-202305-00026,"","2025-07-09",Active,"10005"
SH0000171,SH-202305-0171,"2025-06-25",WH001,深圳天翼中央成品仓库,40.0,郑州农丰农机技术有限公司,"13154318806",陕西省西安市,德邦物流,SF20250625550664,"2025-06-27",已签收,SO-202305-00065,"","2025-06-25",Active,"10011"
SH0000172,SH-202305-0172,"2025-06-28",WH001,深圳天翼中央成品仓库,30.0,重庆绿地植保科技有限公司,"15721609600",河南省郑州市,百世快递,SF20250628934794,"2025-07-03",已签收,SO-202305-00084,"","2025-06-28",Active,"10015"
SH0000173,SH-202305-0173,"2025-06-21",WH001,深圳天翼中央成品仓库,15.0,重庆绿地植保科技有限公司,"15721609600",河南省郑州市,圆通速递,SF20250621361650,"2025-06-26",已签收,SO-202305-00086,"","2025-06-21",Active,"10015"
SH0000174,SH-202305-0174,"2025-06-06",WH001,深圳天翼中央成品仓库,3.0,深圳沃土农资科技有限公司,"13178663096",重庆市重庆市,申通快递,SF20250606687080,"2025-06-12",已签收,SO-202305-00097,"","2025-06-06",Active,"10017"
SH0000175,SH-202305-0175,"2025-06-04",WH001,深圳天翼中央成品仓库,4.0,深圳沃土农资科技有限公司,"13178663096",重庆市重庆市,德邦物流,SF20250604348237,"2025-06-09",已签收,SO-202305-00100,"","2025-06-04",Active,"10017"
SH0000176,SH-202305-0176,"2025-06-11",WH001,深圳天翼中央成品仓库,7.0,成都益农农机服务有限公司,"15383968123",辽宁省沈阳市,顺丰速运,SF20250611288073,"2025-06-18",已签收,SO-202305-00106,"","2025-06-11",Active,"10019"
SH0000177,SH-202305-0177,"2026-01-25",WH001,深圳天翼中央成品仓库,6.0,成都益农农机服务有限公司,"15383968123",辽宁省沈阳市,百世快递,SF20260125609597,"2026-01-31",已签收,SO-202305-00108,节假日延误，顺延发货,"2026-01-25",Active,"10019"
SH0000178,SH-202305-0178,"2025-06-19",WH001,深圳天翼中央成品仓库,35.0,南京田园农科服务有限公司,"15838194420",江苏省无锡市,德邦物流,SF20250619925622,"2025-06-21",已签收,SO-202305-00112,"","2025-06-19",Active,"10020"
SH0000179,SH-202305-0179,"2025-06-19",WH001,深圳天翼中央成品仓库,14.0,南京田园农科服务有限公司,"15838194420",江苏省无锡市,申通快递,SF20250619140605,"2025-06-23",已签收,SO-202305-00117,"","2025-06-19",Active,"10020"
SH0000180,SH-202305-0180,"2026-01-31",WH001,深圳天翼中央成品仓库,29.0,南京田园农科服务有限公司,"15838194420",江苏省无锡市,百世快递,SF20260131598369,"",已发货,SO-202305-00121,节假日延误，顺延发货,"2026-01-31",Active,"10020"
SH0000181,SH-202305-0181,"2025-06-09",WH001,深圳天翼中央成品仓库,28.0,郑州绿洲农技股份有限公司,"19693269304",北京市北京市,德邦物流,SF20250609124813,"",运输中,SO-202305-00131,"","2025-06-09",Active,"10022"
SH0000182,SH-202305-0182,"2025-06-28",WH001,深圳天翼中央成品仓库,23.0,西安农兴农资科技有限公司,"17937643439",重庆市重庆市,百世快递,SF20250628392136,"2025-07-02",已签收,SO-202305-00138,"","2025-06-28",Active,"10023"
SH0000183,SH-202305-0183,"2025-06-23",WH001,深圳天翼中央成品仓库,27.0,西安农兴农资科技有限公司,"17937643439",重庆市重庆市,圆通速递,SF20250623634150,"",已发货,SO-202305-00144,"","2025-06-23",Active,"10023"
SH0000184,SH-202305-0184,"2025-06-22",WH001,深圳天翼中央成品仓库,43.0,西安农兴农资科技有限公司,"17937643439",重庆市重庆市,顺丰速运,SF20250622220944,"2025-06-29",已签收,SO-202305-00147,"","2025-06-22",Active,"10023"
SH0000185,SH-202305-0185,"2025-05-25",WH001,深圳天翼中央成品仓库,17.0,郑州绿洲农业服务有限公司,"13510751046",辽宁省沈阳市,百世快递,SF20250525140115,"2025-06-01",已签收,SO-202305-00159,"","2025-05-25",Active,"10025"
SH0000186,SH-202305-0186,"2026-02-17",WH001,深圳天翼中央成品仓库,33.0,郑州绿洲农业服务有限公司,"13510751046",辽宁省沈阳市,圆通速递,SF20260217736059,"2026-02-20",已签收,SO-202305-00164,合同变更后重新排程,"2026-02-17",Active,"10025"
SH0000187,SH-202305-0187,"2025-06-12",WH001,深圳天翼中央成品仓库,36.0,杭州沃土农技股份有限公司,"19224173718",上海市上海市,中通快递,SF20250612221263,"",运输中,SO-202305-00176,"","2025-06-12",Active,"10028"
SH0000188,SH-202305-0188,"2025-05-28",WH001,深圳天翼中央成品仓库,35.0,杭州沃土农技股份有限公司,"19224173718",上海市上海市,百世快递,SF20250528146542,"2025-06-03",已签收,SO-202305-00179,"","2025-05-28",Active,"10028"
SH0000189,SH-202305-0189,"2026-02-09",WH001,深圳天翼中央成品仓库,4.0,青岛绿洲农技股份有限公司,"17769108025",山东省烟台市,百世快递,SF20260209426858,"2026-02-16",已签收,SO-202305-00186,客户仓库施工，推迟到货,"2026-02-09",Active,"10029"
SH0000190,SH-202305-0190,"2026-03-03",WH001,深圳天翼中央成品仓库,33.0,长沙绿地农服技术有限公司,"17532074125",福建省厦门市,中通快递,SF20260303642717,"",已发货,SO-202305-00191,客户申请延迟收货,"2026-03-03",Active,"10030"
SH0000191,SH-202305-0191,"2026-02-15",WH001,深圳天翼中央成品仓库,5.0,长沙绿地农服技术有限公司,"17532074125",福建省厦门市,德邦物流,SF20260215167136,"2026-02-17",已签收,SO-202305-00192,合同变更后重新排程,"2026-02-15",Active,"10030"
SH0000192,SH-202305-0192,"2025-06-28",WH001,深圳天翼中央成品仓库,39.0,深圳丰收农资科技有限公司,"15807435606",陕西省咸阳市,百世快递,SF20250628799287,"2025-07-04",已签收,SO-202305-00205,"","2025-06-28",Active,"10032"
SH0000193,SH-202305-0193,"2026-03-26",WH001,深圳天翼中央成品仓库,22.0,杭州大地农资有限公司,"15126226563",上海市上海市,德邦物流,SF20260326717024,"",运输中,SO-202305-00212,客户申请延迟收货,"2026-03-26",Active,"10033"
SH0000194,SH-202305-0194,"2025-06-16",WH001,深圳天翼中央成品仓库,16.0,杭州大地农资有限公司,"15126226563",上海市上海市,京东物流,SF20250616797229,"2025-06-18",已签收,SO-202305-00214,"","2025-06-16",Active,"10033"
SH0000195,SH-202305-0195,"2026-01-24",WH001,深圳天翼中央成品仓库,31.0,厦门田园农服有限公司,"18630833445",陕西省咸阳市,百世快递,SF20260124761759,"2026-01-27",已签收,SO-202305-00222,客户申请延迟收货,"2026-01-24",Active,"10034"
SH0000196,SH-202305-0196,"2025-06-15",WH001,深圳天翼中央成品仓库,16.0,厦门田园农服有限公司,"18630833445",陕西省咸阳市,百世快递,SF20250615400850,"2025-06-18",已签收,SO-202305-00230,"","2025-06-15",Active,"10034"
SH0000197,SH-202305-0197,"2025-07-01",WH001,深圳天翼中央成品仓库,46.0,南京测控测绘科技有限公司,"13359154084",江苏省无锡市,中通快递,SF20250701786508,"2025-07-05",已签收,SO-202305-00279,"","2025-07-01",Active,"10043"
SH0000198,SH-202305-0198,"2026-01-19",WH001,深圳天翼中央成品仓库,66.0,南京测控测绘科技有限公司,"13359154084",江苏省无锡市,申通快递,SF20260119446479,"2026-01-25",已签收,SO-202305-00282,节假日延误，顺延发货,"2026-01-19",Active,"10043"
SH0000199,SH-202305-0199,"2025-06-26",WH001,深圳天翼中央成品仓库,23.0,厦门图新勘测服务有限公司,"17854827139",陕西省咸阳市,申通快递,SF20250626934692,"2025-07-02",已签收,SO-202305-00331,"","2025-06-26",Active,"10053"
SH0000200,SH-202305-0200,"2025-07-01",WH001,深圳天翼中央成品仓库,5.0,南京地景勘测技术有限公司,"17987588450",河南省郑州市,顺丰速运,SF20250701397571,"2025-07-07",已签收,SO-202305-00339,"","2025-07-01",Active,"10054"
SH0000201,SH-202305-0201,"2025-05-30",WH001,深圳天翼中央成品仓库,3.0,南京地景测量技术有限公司,"17691458887",上海市上海市,顺丰速运,SF20250530958179,"2025-06-06",已签收,SO-202305-00385,"","2025-05-30",Active,"10062"
SH0000202,SH-202305-0202,"2025-07-21",WH001,深圳天翼中央成品仓库,60.0,哈尔滨天图空间信息工程有限公司,"17546129354",上海市上海市,申通快递,SF20250721308802,"2025-07-23",已签收,SO-202305-00391,"","2025-07-21",Active,"10063"
SH0000203,SH-202305-0203,"2025-06-02",WH001,深圳天翼中央成品仓库,19.0,哈尔滨天图空间信息工程有限公司,"17546129354",上海市上海市,德邦物流,SF20250602598216,"2025-06-04",已签收,SO-202305-00392,"","2025-06-02",Active,"10063"
SH0000204,SH-202305-0204,"2026-02-19",WH001,深圳天翼中央成品仓库,10.0,哈尔滨天图空间信息工程有限公司,"17546129354",上海市上海市,百世快递,SF20260219608993,"2026-02-25",已签收,SO-202305-00396,节假日延误，顺延发货,"2026-02-19",Active,"10063"
SH0000205,SH-202305-0205,"2025-07-03",WH001,深圳天翼中央成品仓库,28.0,郑州影立方制作传媒有限公司,"15826197069",福建省厦门市,圆通速递,SF20250703502630,"2025-07-10",已签收,SO-202305-00442,"","2025-07-03",Active,"10072"
SH0000206,SH-202305-0206,"2025-06-20",WH001,深圳天翼中央成品仓库,17.0,郑州影立方制作传媒有限公司,"15826197069",福建省厦门市,德邦物流,SF20250620787926,"2025-06-23",已签收,SO-202305-00447,"","2025-06-20",Active,"10072"
SH0000207,SH-202305-0207,"2025-06-24",WH001,深圳天翼中央成品仓库,15.0,广州光影时代传媒文化传播有限公司,"19737444033",山东省济南市,申通快递,SF20250624545798,"2025-06-27",已签收,SO-202305-00494,"","2025-06-24",Active,"10083"
SH0000208,SH-202305-0208,"2025-06-15",WH001,深圳天翼中央成品仓库,32.0,广州光影时代传媒文化传播有限公司,"19737444033",山东省济南市,中通快递,SF20250615587115,"2025-06-19",已签收,SO-202305-00504,"","2025-06-15",Active,"10083"
SH0000209,SH-202305-0209,"2025-06-19",WH001,深圳天翼中央成品仓库,26.0,北京视界文化有限公司,"18557707813",福建省厦门市,申通快递,SF20250619227253,"2025-06-26",已签收,SO-202305-00513,"","2025-06-19",Active,"10084"
SH0000210,SH-202305-0210,"2025-05-29",WH001,深圳天翼中央成品仓库,6.0,杭州影像影像工作室,"17587173220",山东省烟台市,圆通速递,SF20250529656932,"2025-06-05",已签收,SO-202305-00522,"","2025-05-29",Active,"10086"
SH0000211,SH-202305-0211,"2025-06-19",WH001,深圳天翼中央成品仓库,40.0,重庆安邦安全技术工程有限公司,"15286293158",黑龙江省哈尔滨市,申通快递,SF20250619564071,"2025-06-25",已签收,SO-202305-00561,"","2025-06-19",Active,"10093"
SH0000212,SH-202305-0212,"2025-06-22",WH001,深圳天翼中央成品仓库,2.0,厦门安全卫士安防工程有限公司,"18574817290",重庆市重庆市,申通快递,SF20250622674485,"2025-06-24",已签收,SO-202305-00572,"","2025-06-22",Active,"10095"
SH0000213,SH-202305-0213,"2025-06-23",WH001,深圳天翼中央成品仓库,37.0,苏州警盾安全技术科技有限公司,"15445236735",河南省洛阳市,申通快递,SF20250623597732,"2025-06-27",已签收,SO-202305-00598,"","2025-06-23",Active,"10097"
SH0000214,SH-202306-0214,"2026-03-16",WH001,深圳天翼中央成品仓库,21.0,西安惠农农科科技有限公司,"19554340903",湖南省株洲市,德邦物流,SF20260316922733,"",运输中,SO-202306-00024,物流调度重排,"2026-03-16",Active,"10005"
SH0000215,SH-202306-0215,"2026-02-08",WH001,深圳天翼中央成品仓库,1.0,武汉农兴农业科技有限公司,"15305718272",上海市上海市,顺丰速运,SF20260208201639,"",运输中,SO-202306-00057,物流调度重排,"2026-02-08",Active,"10010"
SH0000216,SH-202306-0216,"2025-06-23",WH001,深圳天翼中央成品仓库,22.0,上海沃土农资技术有限公司,"17356287095",湖北省襄阳市,圆通速递,SF20250623399607,"2025-06-30",已签收,SO-202306-00094,"","2025-06-23",Active,"10016"
SH0000217,SH-202306-0217,"2025-06-21",WH001,深圳天翼中央成品仓库,25.0,郑州绿洲农业服务有限公司,"13510751046",辽宁省沈阳市,百世快递,SF20250621666390,"2025-06-23",已签收,SO-202306-00163,"","2025-06-21",Active,"10025"
SH0000218,SH-202306-0218,"2025-08-13",WH001,深圳天翼中央成品仓库,2.0,深圳丰收农资科技有限公司,"15807435606",陕西省咸阳市,德邦物流,SF20250813501641,"2025-08-20",已签收,SO-202306-00204,"","2025-08-13",Active,"10032"
SH0000219,SH-202306-0219,"2026-03-01",WH001,深圳天翼中央成品仓库,25.0,杭州大地农资有限公司,"15126226563",上海市上海市,中通快递,SF20260301531071,"2026-03-08",已签收,SO-202306-00216,客户申请延迟收货,"2026-03-01",Active,"10033"
SH0000220,SH-202306-0220,"2025-08-17",WH001,深圳天翼中央成品仓库,30.0,厦门地测勘测工程有限公司,"17174041730",湖南省长沙市,中通快递,SF20250817588557,"2025-08-23",已签收,SO-202306-00253,"","2025-08-17",Active,"10039"
SH0000221,SH-202306-0221,"2026-01-27",WH001,深圳天翼中央成品仓库,4.0,济南空信空间信息服务有限公司,"18448981305",辽宁省大连市,顺丰速运,SF20260127522179,"",运输中,SO-202306-00270,生产延迟导致发货推迟,"2026-01-27",Active,"10042"
SH0000222,SH-202306-0222,"2025-06-26",WH001,深圳天翼中央成品仓库,14.0,南京测控测绘科技有限公司,"13359154084",江苏省无锡市,顺丰速运,SF20250626998348,"2025-06-28",已签收,SO-202306-00283,"","2025-06-26",Active,"10043"
SH0000223,SH-202306-0223,"2025-07-27",WH001,深圳天翼中央成品仓库,36.0,西安测量测量科技有限公司,"13415933049",辽宁省沈阳市,顺丰速运,SF20250727468845,"2025-08-01",已签收,SO-202306-00285,"","2025-07-27",Active,"10044"
SH0000224,SH-202306-0224,"2025-07-11",WH001,深圳天翼中央成品仓库,43.0,青岛精测地理信息服务有限公司,"19455184454",四川省绵阳市,中通快递,SF20250711883826,"",运输中,SO-202306-00288,"","2025-07-11",Active,"10045"
