"purchase_order_id","purchase_order_number","document_date","supplier_id","supplier_name","material_id","material_code","material_name","purchase_quantity","unit_price_tax","tax_rate","document_status","required_date","planned_arrival_date","accumulated_arrival_tax","accumulated_storage_tax","payment_terms","buyer","created_date","status","srcbillid","srcbillentryid"
POID-000094,PO-202605-0094,"2026-05-02",SUP-012,深圳大疆创新动力系统,M0023,ASSY-PWR-TQ,高扭矩动力系统总成,648.0,1643.68,0.13,已审核,"2026-05-09","2026-05-12",0.0,0.0,款到发货,李航,"2026-05-02",有效,PRID-000124,PRID-000124-1
POID-000095,PO-202605-0095,"2026-05-03",SUP-043,深圳无线通信技术公司,M0025,PART-RC-IND,工业遥控器,600.0,506.09,0.13,已入库,"2026-05-10","2026-05-13",288471.3,288471.3,款到发货,周宁,"2026-05-03",有效,PRID-000126,PRID-000126-1
POID-000096,PO-202605-0096,"2026-05-03",SUP-038,深圳农业喷洒系统公司,M0026,PART-SPRAYER-16L,"16升智能喷洒系统",648.0,4729.58,0.13,已审核,"2026-05-10","2026-05-13",0.0,0.0,月结60天,陈璐,"2026-05-03",有效,PRID-000127,PRID-000127-1
POID-000097,PO-202605-0097,"2026-05-03",SUP-025,东莞碳纤维复合材料厂,M0054,COMP-FRAME-CF-IND,工业级碳纤维框架,648.0,2403.41,0.13,已审核,"2026-05-10","2026-05-13",0.0,0.0,款到发货,李航,"2026-05-03",有效,PRID-000129,PRID-000129-1
POID-000098,PO-202605-0098,"2026-05-04",SUP-026,中航复合材料有限公司,M0055,COMP-ARM-CF-TUBE-HD,加强型碳纤维机臂,2400.0,526.12,0.13,已审核,"2026-05-11","2026-05-14",0.0,0.0,月结30天,周宁,"2026-05-04",有效,PRID-000130,PRID-000130-1
POID-000099,PO-202605-0099,"2026-05-03",SUP-027,深圳铝合金精密加工厂,M0056,COMP-MOTOR-MOUNT-AL-HD,重载铝合金电机座,2400.0,3448.31,0.13,已入库,"2026-05-10","2026-05-13",8275944.0,8275944.0,月结30天,陈璐,"2026-05-03",有效,PRID-000131,PRID-000131-1
POID-000100,PO-202605-0100,"2026-05-04",SUP-040,深圳标准紧固件公司,M0058,PART-SCREW-M4-16,M4x16螺钉,25920.0,2450.38,0.13,下达,"2026-05-11","2026-05-14",0.0,0.0,款到发货,李航,"2026-05-04",执行中,PRID-000133,PRID-000133-1
POID-000101,PO-202605-0101,"2026-05-02",SUP-041,东莞减震件制造厂,M0059,PART-DAMPER-HARD,硬质减震球,2592.0,573.5,0.13,已入库,"2026-05-09","2026-05-12",1238760.0,0.0,月结30天,周宁,"2026-05-02",有效,PRID-000134,PRID-000134-1
POID-000102,PO-202605-0102,"2026-05-04",SUP-009,深圳华强PCB制造厂,M0072,COMP-FC-PCB-R1,RTK飞控主板,600.0,2145.86,0.13,已审核,"2026-05-11","2026-05-14",0.0,0.0,月结30天,陈璐,"2026-05-04",有效,PRID-000135,PRID-000135-1
POID-000103,PO-202605-0103,"2026-05-02",SUP-008,和芯星通科技有限公司,M0074,PART-GNSS-RTK-F9P,ZED-F9P RTK定位模块,600.0,3497.24,0.13,已审核,"2026-05-09","2026-05-12",0.0,0.0,月结30天,李航,"2026-05-02",有效,PRID-000137,PRID-000137-1
POID-000104,PO-202605-0104,"2026-05-04",SUP-044,移远通信股份有限公司,M0075,PART-4G-MODULE,"4G通信模块",570.0,677.4,0.13,已审核,"2026-05-11","2026-05-14",0.0,0.0,月结30天,周宁,"2026-05-04",有效,PRID-000138,PRID-000138-1
POID-000105,PO-202605-0105,"2026-05-02",SUP-027,深圳铝合金精密加工厂,M0076,COMP-FC-CASE-AL-IND,工业级铝合金外壳,570.0,1537.51,0.13,已审核,"2026-05-09","2026-05-12",0.0,0.0,"预付50%,货到付清",陈璐,"2026-05-02",有效,PRID-000139,PRID-000139-1
POID-000106,PO-202605-0106,"2026-05-02",SUP-011,T-Motor无刷电机有限公司,M0085,PART-MOTOR-4114-400KV,"4114 400KV高扭矩电机",3420.0,2665.32,0.13,部分到货,"2026-05-09","2026-05-12",2094941.52,0.0,月结30天,李航,"2026-05-02",有效,PRID-000140,PRID-000140-1
POID-000107,PO-202605-0107,"2026-05-02",SUP-013,美国Castle电调公司,M0086,PART-ESC-50A-FOC,"50A FOC电调",3420.0,3336.05,0.13,已审核,"2026-05-09","2026-05-12",0.0,0.0,月结30天,周宁,"2026-05-02",有效,PRID-000141,PRID-000141-1
POID-000108,PO-202605-0108,"2026-05-03",SUP-015,深圳碳纤维螺旋桨制造厂,M0087,PART-PROP-1755-CF,"1755碳纤维螺旋桨",3888.0,736.72,0.13,已审核,"2026-05-10","2026-05-13",0.0,0.0,月结30天,陈璐,"2026-05-03",有效,PRID-000142,PRID-000142-1
POID-000109,PO-202605-0109,"2026-05-04",SUP-014,好盈电子科技有限公司,M0088,PART-CABLE-ESC-HD,加强型电调线,3420.0,1099.43,0.13,已入库,"2026-05-11","2026-05-14",960901.82,0.0,月结30天,李航,"2026-05-04",执行中,PRID-000143,PRID-000143-1
POID-000110,PO-202605-0110,"2026-05-02",SUP-017,宁德时代新能源科技,M0089,PART-BAT-6S-10000,"6S10000mAh智能电池",1200.0,941.31,0.13,已审核,"2026-05-09","2026-05-12",0.0,0.0,月结30天,周宁,"2026-05-02",有效,PRID-000144,PRID-000144-1
POID-000111,PO-202605-0111,"2026-05-03",SUP-020,格氏ace电池科技,M0090,COMP-BAT-MANAGER,双电池管理模块,648.0,277.82,0.13,已审核,"2026-05-10","2026-05-13",0.0,0.0,月结60天,陈璐,"2026-05-03",有效,PRID-000145,PRID-000145-1
POID-000112,PO-202605-0112,"2026-05-04",SUP-020,格氏ace电池科技,M0091,COMP-BAT-MOUNT,电池固定架,648.0,1383.32,0.13,已审核,"2026-05-11","2026-05-14",0.0,0.0,月结30天,李航,"2026-05-04",有效,PRID-000146,PRID-000146-1
POID-000113,PO-202605-0113,"2026-05-03",SUP-002,德州仪器（TI）中国代理,M0108,PART-MCU-STM32H753,STM32H753双核芯片,648.0,393.07,0.13,已入库,"2026-05-10","2026-05-13",117921.0,117921.0,月结30天,周宁,"2026-05-03",有效,PRID-000147,PRID-000147-1
POID-000114,PO-202605-0114,"2026-05-04",SUP-009,深圳华强PCB制造厂,M0109,PART-PCB-FC-8L,"8层飞控PCB板",570.0,1480.9,0.13,已入库,"2026-05-11","2026-05-14",0.0,0.0,"预付30%,货到付清",陈璐,"2026-05-04",有效,PRID-000148,PRID-000148-1
POID-000115,PO-202605-0115,"2026-05-02",SUP-003,意法半导体（ST）亚太区,M0110,PART-FPGA-ICE40,ICE40 FPGA,600.0,1483.26,0.13,已审核,"2026-05-09","2026-05-12",0.0,0.0,"预付30%,货到付清",李航,"2026-05-02",有效,PRID-000149,PRID-000149-1
POID-000116,PO-202605-0116,"2026-05-03",SUP-042,深圳线缆连接器公司,M0111,PART-CONN-GH-1.25-10P,GH1.25 10PIN连接器,2400.0,782.89,0.13,已审核,"2026-05-10","2026-05-13",0.0,0.0,款到发货,周宁,"2026-05-03",有效,PRID-000150,PRID-000150-1
POID-000117,PO-202605-0117,"2026-05-04",SUP-027,深圳铝合金精密加工厂,M0123,RAW-AL-ALLOY,铝合金材料,900.0,1730.06,0.13,已入库,"2026-05-11","2026-05-14",795827.6,0.0,款到发货,陈璐,"2026-05-04",有效,PRID-000153,PRID-000153-1
POID-000118,PO-202605-0118,"2026-05-02",SUP-018,比亚迪电池有限公司,M0124,RAW-LIPO-CELL,锂聚合物电芯,399.0,717.09,0.13,已入库,"2026-05-09","2026-05-12",0.0,0.0,款到发货,李航,"2026-05-02",执行中,PRID-000154,PRID-000154-1
POID-000119,PO-202605-0119,"2026-05-04",SUP-009,深圳华强PCB制造厂,M0116,PART-PCB-2L,"2层PCB板",600.0,3676.3,0.13,部分到货,"2026-05-11","2026-05-14",661734.0,0.0,"预付30%,货到付清",周宁,"2026-05-04",有效,PRID-000155,PRID-000155-1
POID-000120,PO-202605-0120,"2026-05-03",SUP-001,芯源微电子股份有限公司,M0117,PART-MOSFET-DUAL,双路MOSFET,1200.0,4832.3,0.13,已审核,"2026-05-10","2026-05-13",0.0,0.0,月结30天,陈璐,"2026-05-03",有效,PRID-000156,PRID-000156-1
POID-000121,PO-202605-0121,"2026-05-03",SUP-002,德州仪器（TI）中国代理,M0118,PART-MCU-STM32F103,STM32F103控制芯片,570.0,2578.58,0.13,已入库,"2026-05-10","2026-05-13",1469790.6,0.0,款到发货,李航,"2026-05-03",有效,PRID-000157,PRID-000157-1
POID-000122,PO-202605-0122,"2026-05-02",SUP-032,中芯国际（SMIC）,M0120,RAW-SI-WAFER-12IN,"12英寸硅晶圆",1.0,836.86,0.13,已审核,"2026-05-09","2026-05-12",0.0,0.0,月结60天,周宁,"2026-05-02",有效,PRID-000158,PRID-000158-1
POID-000123,PO-202605-0123,"2026-05-02",SUP-010,生益科技股份有限公司,M0125,RAW-FR4-CCL,FR4覆铜板,48.0,2450.61,0.13,部分到货,"2026-05-09","2026-05-12",17154.27,0.0,款到发货,陈璐,"2026-05-02",有效,PRID-000159,PRID-000159-1
POID-000124,PO-202509-0124,"2025-09-25",SUP-003,意法半导体（ST）亚太区,M0021,ASSY-FC-RTK,RTK高精度飞控总成,68.0,133.0,0.13,已入库,"2025-10-03","2025-10-06",9044.0,0.0,月结60天,周宁,"2025-09-25",有效,PRID-000160,PRID-000160-1
POID-000125,PO-202509-0125,"2025-09-24",SUP-001,芯源微电子股份有限公司,M0021,ASSY-FC-RTK,RTK高精度飞控总成,30.0,146.0,0.13,已入库,"2025-10-03","2025-10-05",4380.0,0.0,款到发货,陈璐,"2025-09-24",有效,PRID-000161,PRID-000161-1
POID-000126,PO-202509-0126,"2025-09-26",SUP-002,德州仪器（TI）中国代理,M0021,ASSY-FC-RTK,RTK高精度飞控总成,30.0,159.0,0.13,已入库,"2025-10-03","2025-10-06",4770.0,0.0,月结30天,李航,"2025-09-26",执行中,PRID-000162,PRID-000162-1
POID-000127,PO-202509-0127,"2025-09-25",SUP-003,意法半导体（ST）亚太区,M0021,ASSY-FC-RTK,RTK高精度飞控总成,119.0,172.0,0.13,已入库,"2025-10-03","2025-10-05",20468.0,0.0,月结60天,周宁,"2025-09-25",有效,PRID-000163,PRID-000163-1
POID-000128,PO-202509-0128,"2025-09-24",SUP-001,芯源微电子股份有限公司,M0021,ASSY-FC-RTK,RTK高精度飞控总成,39.0,185.0,0.13,已入库,"2025-10-03","2025-10-06",7215.0,0.0,款到发货,陈璐,"2025-09-24",有效,PRID-000164,PRID-000164-1
POID-000129,PO-202509-0129,"2025-09-26",SUP-002,德州仪器（TI）中国代理,M0021,ASSY-FC-RTK,RTK高精度飞控总成,56.0,198.0,0.13,已审核,"2025-10-03","2025-10-05",0.0,0.0,月结30天,李航,"2025-09-26",关闭,PRID-000165,PRID-000165-1
POID-000130,PO-202509-0130,"2025-09-25",SUP-003,意法半导体（ST）亚太区,M0021,ASSY-FC-RTK,RTK高精度飞控总成,99.0,131.0,0.13,已审核,"2025-10-03","2025-10-06",0.0,0.0,月结60天,周宁,"2025-09-25",有效,PRID-000166,PRID-000166-1
POID-000131,PO-202509-0131,"2025-09-24",SUP-001,芯源微电子股份有限公司,M0021,ASSY-FC-RTK,RTK高精度飞控总成,49.0,144.0,0.13,已审核,"2025-10-03","2025-10-05",0.0,0.0,款到发货,陈璐,"2025-09-24",有效,PRID-000167,PRID-000167-1
POID-000223,PO-202604-0092,"2026-04-02",SUP-012,深圳大疆创新动力系统,M0013,ASSY-PWR-EFF,高效动力系统总成,3987.0,578.72,0.13,已入库,"2026-04-13","2026-04-21",2307356.64,1173644.16,月结45天,陈静,"2026-04-02",有效,"",""
POID-000224,PO-202604-0093,"2026-04-02",SUP-002,德州仪器（TI）中国代理,M0095,PART-CRYSTAL-32K,"32.768KHz晶振",2634.0,3343.11,0.13,已入库,"2026-04-11","2026-04-18",8805751.74,5455955.52,预付30%余款到货,王芳,"2026-04-02",有效,"",""
POID-000225,PO-202604-0094,"2026-04-04",SUP-025,东莞碳纤维复合材料厂,M0115,RAW-CF-TUBE-16MM,"16mm碳纤维管",6378.0,2430.76,0.13,已入库,"2026-04-14","2026-04-20",15503387.28,15503387.28,月结30天,王芳,"2026-04-04",有效,"",""
POID-000226,PO-202604-0095,"2026-04-02",SUP-007,u-blox瑞士公司,M0063,PART-GNSS-UBLOX-M8N,uBlox M8N GPS模块,3567.0,2628.98,0.13,已入库,"2026-04-16","2026-04-18",9377571.66,0.0,预付30%余款到货,陈静,"2026-04-02",有效,"",""
POID-000227,PO-202604-0096,"2026-04-02",SUP-024,深圳云台技术有限公司,M0028,PART-CAM-SURVEY-42MP,"4200万像素测绘相机",1160.0,5201.61,0.13,已入库,"2026-04-12","2026-04-16",6033867.6,1586491.05,预付30%余款到货,王芳,"2026-04-02",有效,"",""
POID-000228,PO-202604-0097,"2026-04-03",SUP-006,楼氏电子（Knowles）,M0062,PART-BARO-MS5611,MS5611气压计,3862.0,5073.14,0.13,已入库,"2026-04-10","2026-04-23",19592466.68,19592466.68,月结60天,张伟,"2026-04-03",有效,"",""
POID-000229,PO-202604-0098,"2026-04-02",SUP-026,中航复合材料有限公司,M0051,COMP-LG-CF,碳纤维起落架,3112.0,556.79,0.13,已入库,"2026-04-09","2026-04-23",1732730.48,1732730.48,月结60天,王芳,"2026-04-02",有效,"",""
POID-000230,PO-202604-0099,"2026-04-02",SUP-043,深圳无线通信技术公司,M0009,PART-RC-ADV,高级遥控器,2693.0,2998.56,0.13,已入库,"2026-04-15","2026-04-19",8075122.08,8075122.08,月结45天,王芳,"2026-04-02",有效,"",""
POID-000231,PO-202604-0100,"2026-04-04",SUP-003,意法半导体（ST）亚太区,M0104,PART-POWER-REG-5V-3A,"5V 3A稳压模块",4450.0,968.67,0.13,已入库,"2026-04-13","2026-04-23",4310581.5,2445891.75,月结45天,PMC-系统,"2026-04-04",有效,"",""
POID-000232,PO-202604-0101,"2026-04-02",SUP-001,芯源微电子股份有限公司,M0101,PART-MCU-STM32H743,STM32H743高性能芯片,2615.0,2699.39,0.13,已入库,"2026-04-12","2026-04-23",7058904.85,3843931.36,款到发货,李航,"2026-04-02",有效,"",""
POID-000233,PO-202604-0102,"2026-04-02",SUP-019,LG化学电池韩国,M0014,PART-BAT-4S-5200,高容智能电池4S5200mAh,1239.0,3484.02,0.13,已入库,"2026-04-13","2026-04-16",4316700.78,4316700.78,款到发货,张伟,"2026-04-02",有效,"",""
POID-000234,PO-202604-0103,"2026-04-02",SUP-013,美国Castle电调公司,M0084,PART-CABLE-ESC-SIL,硅胶电调线,2416.0,3021.22,0.13,已入库,"2026-04-09","2026-04-17",7299267.52,7299267.52,月结30天,李航,"2026-04-02",有效,"",""
POID-000235,PO-202604-0104,"2026-04-04",SUP-005,深圳矽递科技有限公司,M0067,PART-IMU-ICM20689,ICM20689高精度IMU,3455.0,2918.46,0.13,已入库,"2026-04-14","2026-04-24",10083279.3,6432285.84,预付30%余款到货,王芳,"2026-04-04",有效,"",""
POID-000236,PO-202604-0105,"2026-04-03",SUP-035,北京智能视觉科技公司,M0018,PART-AVOID-ENHANCED,增强避障系统（视觉+红外）,2640.0,2759.92,0.13,已入库,"2026-04-11","2026-04-18",7286188.8,5701994.72,月结60天,陈静,"2026-04-03",有效,"",""
POID-000237,PO-202604-0106,"2026-04-02",SUP-002,德州仪器（TI）中国代理,M0107,PART-CAP-SMD-0201,"0201贴片电容",4214.0,1221.65,0.13,已入库,"2026-04-11","2026-04-16",5148033.1,2542253.65,款到发货,陈静,"2026-04-02",有效,"",""
POID-000238,PO-202604-0107,"2026-04-02",SUP-043,深圳无线通信技术公司,M0006,PART-RC-BASIC,基础遥控器,4380.0,3647.52,0.13,已入库,"2026-04-13","2026-04-16",15976137.6,15976137.6,款到发货,王芳,"2026-04-02",有效,"",""
POID-000239,PO-202604-0108,"2026-04-03",SUP-016,APC螺旋桨美国公司,M0083,PART-PROP-9450-CF,"9450碳纤维螺旋桨",3684.0,3296.94,0.13,已入库,"2026-04-11","2026-04-21",12145926.96,8463244.98,月结30天,李航,"2026-04-03",有效,"",""
POID-000240,PO-202604-0109,"2026-04-04",SUP-003,意法半导体（ST）亚太区,M0092,PART-MCU-STM32F427,STM32F427主控芯片,2407.0,645.51,0.13,已入库,"2026-04-18","2026-04-18",1553742.57,875957.07,月结30天,王芳,"2026-04-04",有效,"",""
POID-000241,PO-202604-0110,"2026-04-04",SUP-031,台积电（TSMC）,M0119,RAW-SI-WAFER-8IN,"8英寸硅晶圆",5209.0,1545.0,0.13,已入库,"2026-04-14","2026-04-20",8047905.0,4960995.0,预付30%余款到货,张伟,"2026-04-04",有效,"",""
POID-000242,PO-202604-0111,"2026-04-04",SUP-021,索尼半导体解决方案,M0003,PART-CAM-FIX-12MP,"1200万像素固定相机",821.0,4012.63,0.13,已入库,"2026-04-12","2026-04-19",3294369.23,918892.27,月结30天,PMC-系统,"2026-04-04",有效,"",""
POID-000243,PO-202604-0112,"2026-04-02",SUP-001,芯源微电子股份有限公司,M0099,PART-RES-SMD-0402,"0402贴片电阻",4071.0,213.9,0.13,已入库,"2026-04-12","2026-04-16",870786.9,548653.5,月结30天,陈静,"2026-04-02",有效,"",""
POID-000244,PO-202604-0113,"2026-04-04",SUP-004,博世传感器技术有限公司,M0061,PART-IMU-MPU6050,MPU6050六轴传感器,4046.0,1418.51,0.13,已入库,"2026-04-13","2026-04-18",5739291.46,0.0,月结30天,张伟,"2026-04-04",有效,"",""
POID-000245,PO-202604-0114,"2026-04-03",SUP-025,东莞碳纤维复合材料厂,M0049,COMP-ARM-CF-TUBE,碳纤维机臂管,3931.0,3510.59,0.13,已入库,"2026-04-14","2026-04-23",13800129.29,11233888,款到发货,张伟,"2026-04-03",有效,"",""
POID-000246,PO-202604-0115,"2026-04-04",SUP-017,宁德时代新能源科技,M0008,PART-BAT-3S-4000,增强智能电池3S4000mAh,1440.0,681.51,0.13,已入库,"2026-04-16","2026-04-18",981374.4,601773.33,款到发货,张伟,"2026-04-04",有效,"",""
POID-000247,PO-202604-0116,"2026-04-02",SUP-040,深圳标准紧固件公司,M0046,PART-SCREW-M3-10,M3x10螺钉,2910.0,3678.71,0.13,已入库,"2026-04-10","2026-04-20",10705046.1,0.0,月结45天,王芳,"2026-04-02",有效,"",""
POID-000248,PO-202604-0117,"2026-04-02",SUP-040,深圳标准紧固件公司,M0052,PART-SCREW-M3-12,M3x12螺钉,2802.0,2249.25,0.13,已入库,"2026-04-16","2026-04-16",6302398.5,6302398.5,月结30天,王芳,"2026-04-02",有效,"",""
POID-000249,PO-202604-0118,"2026-04-04",SUP-040,深圳标准紧固件公司,M0114,PART-SCREW-M2.5-8,M2.5x8螺钉,2986.0,2449.86,0.13,已入库,"2026-04-18","2026-04-21",7315281.96,3809532.3,月结60天,PMC-系统,"2026-04-04",有效,"",""
POID-000250,PO-202604-0119,"2026-04-03",SUP-028,台州塑料注塑成型公司,M0044,COMP-COVER-PLA-DN,塑料下盖,3419.0,628.62,0.13,已入库,"2026-04-12","2026-04-19",2149251.78,2149251.78,月结30天,李航,"2026-04-03",有效,"",""
POID-000251,PO-202604-0120,"2026-04-02",SUP-006,楼氏电子（Knowles）,M0068,PART-BARO-DPS310,DPS310高精度气压计,2519.0,450.48,0.13,已入库,"2026-04-15","2026-04-16",1134759.12,700045.92,预付30%余款到货,陈静,"2026-04-02",有效,"",""
POID-000253,PO-202604-0122,"2026-04-02",SUP-009,深圳华强PCB制造厂,M0102,PART-PCB-FC-6L,"6层飞控PCB板",4236.0,3452.66,0.13,已入库,"2026-04-12","2026-04-18",14625467.76,14625467.76,预付30%余款到货,李航,"2026-04-02",有效,"",""
POID-000254,PO-202604-0123,"2026-04-02",SUP-014,好盈电子科技有限公司,M0078,PART-ESC-30A,"30A电调",3704.0,5004.37,0.13,已入库,"2026-04-09","2026-04-16",18536186.48,18536186.48,预付30%余款到货,李航,"2026-04-02",有效,"",""
POID-000255,PO-202604-0124,"2026-04-02",SUP-027,深圳铝合金精密加工厂,M0065,COMP-FC-CASE-PLA,飞控塑料外壳,3616.0,298.58,0.13,已入库,"2026-04-12","2026-04-17",1079665.28,478026.58,款到发货,王芳,"2026-04-02",有效,"",""
POID-000256,PO-202604-0125,"2026-04-02",SUP-007,u-blox瑞士公司,M0069,PART-GNSS-UBLOX-M9N,uBlox M9N多频GPS,2790.0,374.81,0.13,已入库,"2026-04-13","2026-04-20",1045719.9,1045719.9,月结60天,李航,"2026-04-02",有效,"",""
POID-000257,PO-202604-0126,"2026-04-02",SUP-026,中航复合材料有限公司,M0045,COMP-LG-PLA,塑料起落架,4364.0,2923.58,0.13,已入库,"2026-04-09","2026-04-17",12758503.12,12758503.12,月结30天,李航,"2026-04-02",有效,"",""
POID-000258,PO-202604-0127,"2026-04-04",SUP-024,深圳云台技术有限公司,M0012,PART-CAM-GIMBAL-1INCH,"1英寸三轴云台相机",1198.0,2337.89,0.13,已入库,"2026-04-16","2026-04-18",2800792.22,1603792.54,月结60天,陈静,"2026-04-04",有效,"",""
POID-000259,PO-202604-0128,"2026-04-02",SUP-013,美国Castle电调公司,M0082,PART-ESC-40A,"40A电调",3320.0,3288.21,0.13,已入库,"2026-04-10","2026-04-22",10916857.2,6053594.61,预付30%余款到货,PMC-系统,"2026-04-02",有效,"",""
POID-000260,PO-202604-0129,"2026-04-03",SUP-002,德州仪器（TI）中国代理,M0002,ASSY-FC-BASIC,基础飞控总成,3743.0,1188.56,0.13,已入库,"2026-04-11","2026-04-23",4448780.08,4448780.08,月结45天,陈静,"2026-04-03",有效,"",""
POID-000261,PO-202604-0130,"2026-04-04",SUP-020,格氏ace电池科技,M0034,PART-BAT-12S-16000,"12S16000mAh工业电池",1169.0,1956.8,0.13,已入库,"2026-04-12","2026-04-19",2287499.2,1545872.0,月结45天,PMC-系统,"2026-04-04",有效,PRID-000015,PRID-000015-1
POID-000262,PO-202604-0131,"2026-04-02",SUP-003,意法半导体（ST）亚太区,M0100,PART-CAP-SMD-0402,"0402贴片电容",3151.0,1355.84,0.13,已入库,"2026-04-09","2026-04-20",4272251.84,2403904.32,月结60天,李航,"2026-04-02",有效,"",""
POID-000263,PO-202604-0132,"2026-04-02",SUP-035,北京智能视觉科技公司,M0016,PART-AVOID-VISION,视觉避障系统,4491.0,1328.87,0.13,已入库,"2026-04-11","2026-04-19",5967955.17,0.0,预付30%余款到货,李航,"2026-04-02",有效,"",""
POID-000264,PO-202604-0133,"2026-04-02",SUP-025,东莞碳纤维复合材料厂,M0010,ASSY-BODY-CF-01,碳纤维机身总成,2951.0,2189.45,0.13,已入库,"2026-04-16","2026-04-16",6461066.95,2312059.2,月结30天,张伟,"2026-04-02",有效,"",""
POID-000265,PO-202604-0134,"2026-04-02",SUP-014,好盈电子科技有限公司,M0080,PART-CABLE-ESC,电调连接线,2678.0,4583.38,0.13,已入库,"2026-04-09","2026-04-20",12274291.64,4079208.2,预付30%余款到货,PMC-系统,"2026-04-02",有效,"",""
POID-000266,PO-202604-0135,"2026-04-03",SUP-001,芯源微电子股份有限公司,M0106,PART-RES-SMD-0201,"0201贴片电阻",3097.0,4013.81,0.13,已入库,"2026-04-17","2026-04-22",12430769.57,12430769.57,月结30天,李航,"2026-04-03",有效,"",""
POID-000267,PO-202604-0136,"2026-04-03",SUP-042,深圳线缆连接器公司,M0098,PART-CONN-DF13-6P,DF13 6PIN连接器,2487.0,4677.27,0.13,已入库,"2026-04-14","2026-04-24",11632370.49,4630497.3,款到发货,张伟,"2026-04-03",有效,"",""
POID-000268,PO-202604-0137,"2026-04-02",SUP-009,深圳华强PCB制造厂,M0060,COMP-FC-PCB-B1,基础飞控主板,2404.0,1441.1,0.13,已入库,"2026-04-13","2026-04-17",3464404.4,2269732.5,月结45天,李航,"2026-04-02",有效,"",""
POID-000269,PO-202604-0138,"2026-04-02",SUP-002,德州仪器（TI）中国代理,M0011,ASSY-FC-ADV,高级飞控总成,3625.0,1034.02,0.13,已入库,"2026-04-10","2026-04-18",3748322.5,3748322.5,月结30天,张伟,"2026-04-02",有效,"",""
POID-000270,PO-202604-0139,"2026-04-04",SUP-003,意法半导体（ST）亚太区,M0094,PART-CRYSTAL-8M,"8MHz晶振",3558.0,2946.88,0.13,已入库,"2026-04-16","2026-04-25",10484999.04,0.0,预付30%余款到货,张伟,"2026-04-04",有效,"",""
POID-000271,PO-202604-0140,"2026-04-02",SUP-007,u-blox瑞士公司,M0070,PART-COMPASS-IST8310,IST8310三轴罗盘,4209.0,637.49,0.13,已入库,"2026-04-16","2026-04-20",2683195.41,1763934.83,月结30天,李航,"2026-04-02",有效,"",""
POID-000272,PO-202604-0141,"2026-04-04",SUP-026,中航复合材料有限公司,M0048,COMP-FRAME-CF,碳纤维机身框架,3144.0,2421.07,0.13,已入库,"2026-04-15","2026-04-19",7611844.08,7611844.08,款到发货,张伟,"2026-04-04",有效,"",""
POID-000273,PO-202604-0142,"2026-04-02",SUP-011,T-Motor无刷电机有限公司,M0081,PART-MOTOR-2312-960KV,"2312 960KV高效电机",2830.0,1353.63,0.13,已入库,"2026-04-13","2026-04-18",3830772.9,753971.91,月结45天,王芳,"2026-04-02",有效,"",""
POID-000274,PO-202604-0143,"2026-04-03",SUP-028,台州塑料注塑成型公司,M0001,ASSY-BODY-PLA-01,入门塑料机身总成,3370.0,4531.9,0.13,已入库,"2026-04-11","2026-04-17",15272503,8338696.0,月结30天,李航,"2026-04-03",有效,"",""
POID-000275,PO-202604-0144,"2026-04-02",SUP-043,深圳无线通信技术公司,M0015,PART-RC-PRO,专业遥控器,3652.0,1734.94,0.13,已入库,"2026-04-15","2026-04-21",6336000.88,4403277.72,月结30天,陈静,"2026-04-02",有效,"",""
POID-000276,PO-202604-0145,"2026-04-02",SUP-036,深圳激光雷达技术公司,M0029,PART-LIDAR,激光雷达模块,4094.0,279.48,0.13,已入库,"2026-04-09","2026-04-22",1144191.12,756272.88,月结45天,李航,"2026-04-02",有效,"",""
POID-000277,PO-202604-0146,"2026-04-02",SUP-022,豪威科技（OmniVision）,M0007,PART-CAM-FIX-20MP,"2000万像素固定相机",759.0,1823.08,0.13,已入库,"2026-04-14","2026-04-20",1383717.72,889663.04,月结60天,王芳,"2026-04-02",有效,"",""
POID-000278,PO-202604-0147,"2026-04-04",SUP-027,深圳铝合金精密加工厂,M0071,COMP-FC-CASE-AL,飞控铝合金外壳,4269.0,2973.02,0.13,已入库,"2026-04-12","2026-04-22",12691822.38,12691822.38,月结30天,陈静,"2026-04-04",有效,"",""
POID-000279,PO-202604-0148,"2026-04-03",SUP-041,东莞减震件制造厂,M0053,PART-DAMPER-MED,中等硬度减震球,3285.0,2375.3,0.13,已入库,"2026-04-10","2026-04-22",7802860.5,3520194.6,款到发货,PMC-系统,"2026-04-03",有效,"",""
POID-000280,PO-202604-0149,"2026-04-02",SUP-007,u-blox瑞士公司,M0064,PART-COMPASS-QMC5883,QMC5883电子罗盘,2798.0,4892.32,0.13,已入库,"2026-04-12","2026-04-17",13688711.36,13688711.36,月结60天,张伟,"2026-04-02",有效,"",""
POID-000281,PO-202604-0150,"2026-04-04",SUP-001,芯源微电子股份有限公司,M0103,PART-CRYSTAL-25M,"25MHz晶振",4344.0,4123.44,0.13,已入库,"2026-04-14","2026-04-21",17912223.36,9492158.88,款到发货,王芳,"2026-04-04",有效,"",""
POID-000282,PO-202604-0151,"2026-04-02",SUP-027,深圳铝合金精密加工厂,M0050,COMP-MOTOR-MOUNT-AL,铝合金电机座,3756.0,1986.22,0.13,已入库,"2026-04-11","2026-04-23",7460242.32,0.0,月结30天,李航,"2026-04-02",有效,"",""
