"sales_order_id","sales_order_number","document_date","customer_id","customer_name","line_number","product_id","product_code","product_name","quantity","unit","standard_price","discount_rate","actual_price","subtotal_amount","order_status","document_status","transaction_type","sales_department","salesperson","planned_delivery_date","is_urgent","contract_number","project_name","end_customer","quotation_number","notes","created_date","status"
SO0000266,SO-202303-00114,"2025-03-31","10020",南京田园农科服务有限公司,10,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,8,台,45999,"5.0%",43699,349592,已发货,已确认,项目销售,销售一部,郑海,"2025-04-21",否,HT-2023-381,"2023年无锡市农业项目",南京田园农科服务有限公司,QT-202303-00601,"","2025-03-31",Active
SO0000267,SO-202303-00114,"2025-03-31","10020",南京田园农科服务有限公司,20,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,7,台,58999,"8.5%",53984,377889,已发货,已确认,项目销售,销售一部,郑海,"2025-05-24",否,HT-2023-381,"2023年无锡市农业项目",南京田园农科服务有限公司,QT-202303-00601,"","2025-03-31",Active
SO0000268,SO-202303-00114,"2025-03-31","10020",南京田园农科服务有限公司,30,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,9,台,22999,"14.0%",19779,178012,已发货,已确认,项目销售,销售一部,郑海,"2025-05-24",否,HT-2023-381,"2023年无锡市农业项目",南京田园农科服务有限公司,QT-202303-00601,"","2025-03-31",Active
SO0000269,SO-202404-00115,"2025-04-10","10020",南京田园农科服务有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,6,台,58999,"8.3%",54102,324612,已发货,已确认,项目销售,销售一部,钱进,"2025-05-21",否,HT-2024-275,南京田园农科服务有限公司设备采购项目,南京田园农科服务有限公司,QT-202403-00562,"","2025-04-10",Active
SO0000270,SO-202404-00115,"2025-04-10","10020",南京田园农科服务有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,11,台,45999,"12.8%",40111,441222,已发货,已确认,项目销售,销售一部,钱进,"2025-05-24",否,HT-2024-275,南京田园农科服务有限公司设备采购项目,南京田园农科服务有限公司,QT-202403-00562,"","2025-04-10",Active
SO0000271,SO-202403-00116,"2025-03-27","10020",南京田园农科服务有限公司,10,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,10,台,45999,"5.5%",43469,434691,已发货,已确认,直销,销售一部,谢文,"2025-05-03",否,"","",南京田园农科服务有限公司,QT-202403-00548,"","2025-03-27",Active
SO0000272,SO-202403-00116,"2025-03-27","10020",南京田园农科服务有限公司,20,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,10,台,22999,"10.9%",20492,204921,已发货,已确认,直销,销售一部,谢文,"2025-05-22",否,"","",南京田园农科服务有限公司,QT-202403-00548,"","2025-03-27",Active
SO0000273,SO-202403-00116,"2025-03-27","10020",南京田园农科服务有限公司,30,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,9,台,58999,"14.9%",50208,451873,已发货,已确认,直销,销售一部,谢文,"2025-05-04",否,"","",南京田园农科服务有限公司,QT-202403-00548,"","2025-03-27",Active
SO0000274,SO-202305-00117,"2025-05-22","10020",南京田园农科服务有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,7,台,58999,"6.2%",55341,387387,已发货,已确认,直销,销售一部,赵敏,"2025-06-22",否,"","",南京田园农科服务有限公司,QT-202305-00606,"","2025-05-22",Active
SO0000275,SO-202305-00117,"2025-05-22","10020",南京田园农科服务有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,7,台,45999,"6.6%",42963,300741,已发货,已确认,直销,销售一部,赵敏,"2025-07-02",否,"","",南京田园农科服务有限公司,QT-202305-00606,"","2025-05-22",Active
SO0000276,SO-202302-00118,"2025-02-23","10020",南京田园农科服务有限公司,10,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,3,台,22999,"14.7%",19618,58854,已发货,已确认,项目销售,销售一部,陈静,"2025-04-02",否,HT-2023-242,无锡市种植大户应用项目,南京田园农科服务有限公司,QT-202302-00118,"","2025-02-23",Active
SO0000277,SO-202302-00118,"2025-02-23","10020",南京田园农科服务有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,15,台,45999,"11.6%",40663,609947,已发货,已确认,项目销售,销售一部,陈静,"2025-04-15",否,HT-2023-242,无锡市种植大户应用项目,南京田园农科服务有限公司,QT-202302-00118,"","2025-02-23",Active
SO0000278,SO-202302-00118,"2025-02-23","10020",南京田园农科服务有限公司,30,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,18,台,58999,"12.6%",51565,928172,已发货,已确认,项目销售,销售一部,陈静,"2025-04-04",否,HT-2023-242,无锡市种植大户应用项目,南京田园农科服务有限公司,QT-202302-00118,"","2025-02-23",Active
SO0000279,SO-202303-00119,"2025-03-12","10020",南京田园农科服务有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,3,台,58999,"7.0%",54869,164607,已发货,已确认,直销,销售一部,冯涛,"2025-05-02",否,"","",南京田园农科服务有限公司,QT-202303-00602,"","2025-03-12",Active
SO0000280,SO-202303-00119,"2025-03-12","10020",南京田园农科服务有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,9,台,45999,"13.7%",39697,357274,已发货,已确认,直销,销售一部,冯涛,"2025-05-06",否,"","",南京田园农科服务有限公司,QT-202303-00602,"","2025-03-12",Active
SO0000281,SO-202403-00120,"2025-03-25","10020",南京田园农科服务有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,15,台,58999,"9.8%",53217,798257,已发货,已确认,项目销售,销售一部,张伟,"2025-05-06",否,HT-2024-018,无锡市种植大户应用项目,南京田园农科服务有限公司,QT-202403-00549,"","2025-03-25",Active
SO0000282,SO-202403-00120,"2025-03-25","10020",南京田园农科服务有限公司,20,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,6,台,22999,"14.0%",19779,118675,已发货,已确认,项目销售,销售一部,张伟,"2025-04-17",否,HT-2024-018,无锡市种植大户应用项目,南京田园农科服务有限公司,QT-202403-00549,"","2025-03-25",Active
SO0000283,SO-202403-00120,"2025-03-25","10020",南京田园农科服务有限公司,30,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,8,台,45999,"8.7%",41997,335977,已发货,已确认,项目销售,销售一部,张伟,"2025-05-04",否,HT-2024-018,无锡市种植大户应用项目,南京田园农科服务有限公司,QT-202403-00549,"","2025-03-25",Active
SO0000284,SO-202305-00121,"2025-05-24","10020",南京田园农科服务有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,11,台,58999,"14.1%",50680,557482,已发货,已确认,项目销售,销售一部,陈静,"2025-06-09",否,HT-2023-208,无锡市种植大户应用项目,南京田园农科服务有限公司,QT-202305-00121,"","2025-05-24",Active
SO0000285,SO-202305-00121,"2025-05-24","10020",南京田园农科服务有限公司,20,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,9,台,22999,"14.9%",19572,176149,已发货,已确认,项目销售,销售一部,陈静,"2025-07-15",否,HT-2023-208,无锡市种植大户应用项目,南京田园农科服务有限公司,QT-202305-00121,"","2025-05-24",Active
SO0000286,SO-202305-00121,"2025-05-24","10020",南京田园农科服务有限公司,30,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,9,台,45999,"14.7%",39237,353134,已发货,已确认,项目销售,销售一部,陈静,"2025-07-23",否,HT-2023-208,无锡市种植大户应用项目,南京田园农科服务有限公司,QT-202305-00121,"","2025-05-24",Active
SO0000287,SO-202304-00122,"2025-04-03","10020",南京田园农科服务有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,5,台,58999,"7.6%",54515,272575,已发货,已确认,项目销售,销售一部,谢文,"2025-04-26",否,HT-2023-494,南京田园农科服务有限公司设备采购项目,南京田园农科服务有限公司,QT-202303-00620,"","2025-04-03",Active
SO0000288,SO-202304-00122,"2025-04-03","10020",南京田园农科服务有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,19,台,45999,"8.7%",41997,797945,已发货,已确认,项目销售,销售一部,谢文,"2025-05-10",否,HT-2023-494,南京田园农科服务有限公司设备采购项目,南京田园农科服务有限公司,QT-202303-00620,"","2025-04-03",Active
SO0000289,SO-202304-00123,"2025-04-22","10020",南京田园农科服务有限公司,10,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,6,台,22999,"9.6%",20791,124747,已发货,已确认,项目销售,销售一部,吴磊,"2025-05-22",否,HT-2023-175,"2023年无锡市农业项目",南京田园农科服务有限公司,QT-202304-00579,"","2025-04-22",Active
SO0000290,SO-202304-00123,"2025-04-22","10020",南京田园农科服务有限公司,20,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,17,台,58999,"7.3%",54692,929765,已发货,已确认,项目销售,销售一部,吴磊,"2025-06-18",否,HT-2023-175,"2023年无锡市农业项目",南京田园农科服务有限公司,QT-202304-00579,"","2025-04-22",Active
SO0000291,SO-202304-00123,"2025-04-22","10020",南京田园农科服务有限公司,30,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,6,台,45999,"12.3%",40341,242047,已发货,已确认,项目销售,销售一部,吴磊,"2025-05-16",否,HT-2023-175,"2023年无锡市农业项目",南京田园农科服务有限公司,QT-202304-00579,"","2025-04-22",Active
SO0000292,SO-202404-00124,"2025-04-26","10021",青岛沃土植保有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,5,台,58999,"0.0%",58999,294995,已发货,已确认,直销,销售一部,袁琳,"2025-05-17",否,"","",青岛沃土植保有限公司,QT-202404-00534,"","2025-04-26",Active
SO0000293,SO-202403-00125,"2025-03-04","10021",青岛沃土植保有限公司,10,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,5,台,45999,"0.0%",45999,229995,已发货,已确认,直销,销售一部,赵敏,"2025-03-26",否,"","",青岛沃土植保有限公司,QT-202402-00577,"","2025-03-04",Active
SO0000294,SO-202402-00126,"2025-02-27","10021",青岛沃土植保有限公司,10,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,7,台,22999,"0.0%",22999,160993,已发货,已确认,项目销售,销售一部,钱进,"2025-03-24",否,HT-2024-135,"2024年株洲市农业项目",青岛沃土植保有限公司,QT-202402-00573,"","2025-02-27",Active
SO0000295,SO-202402-00126,"2025-02-27","10021",青岛沃土植保有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,7,台,45999,"0.0%",45999,321993,已发货,已确认,项目销售,销售一部,钱进,"2025-03-17",否,HT-2024-135,"2024年株洲市农业项目",青岛沃土植保有限公司,QT-202402-00573,"","2025-02-27",Active
SO0000296,SO-202312-00127,"2025-12-17","10021",青岛沃土植保有限公司,10,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,8,台,45999,"0.0%",45999,367992,已发货,已确认,项目销售,销售一部,王强,"2025-12-20",否,HT-2023-182,"2023年株洲市农业项目",青岛沃土植保有限公司,QT-202312-00595,"","2025-12-17",Active
SO0000297,SO-202312-00127,"2025-12-17","10021",青岛沃土植保有限公司,20,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,15,台,22999,"9.8%",20745,311177,已发货,已确认,项目销售,销售一部,王强,"2025-12-20",否,HT-2023-182,"2023年株洲市农业项目",青岛沃土植保有限公司,QT-202312-00595,"","2025-12-17",Active
SO0000298,SO-202312-00127,"2025-12-17","10021",青岛沃土植保有限公司,30,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,20,台,58999,"2.3%",57642,1152840,已发货,已确认,项目销售,销售一部,王强,"2025-12-20",否,HT-2023-182,"2023年株洲市农业项目",青岛沃土植保有限公司,QT-202312-00595,"","2025-12-17",Active
SO0000299,SO-202307-00128,"2025-07-14","10021",青岛沃土植保有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,15,台,58999,"4.9%",56108,841621,已发货,已确认,项目销售,销售一部,姚强,"2025-08-26",否,HT-2023-447,青岛沃土植保有限公司设备采购项目,青岛沃土植保有限公司,QT-202307-00128,"","2025-07-14",Active
SO0000300,SO-202307-00128,"2025-07-14","10021",青岛沃土植保有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,10,台,45999,"8.6%",42043,420431,已发货,已确认,项目销售,销售一部,姚强,"2025-07-29",否,HT-2023-447,青岛沃土植保有限公司设备采购项目,青岛沃土植保有限公司,QT-202307-00128,"","2025-07-14",Active
SO0000301,SO-202307-00128,"2025-07-14","10021",青岛沃土植保有限公司,30,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,5,台,22999,"0.0%",22999,114995,已发货,已确认,项目销售,销售一部,姚强,"2025-09-09",否,HT-2023-447,青岛沃土植保有限公司设备采购项目,青岛沃土植保有限公司,QT-202307-00128,"","2025-07-14",Active
SO0000302,SO-202405-00129,"2025-05-19","10021",青岛沃土植保有限公司,10,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,3,台,22999,"0.0%",22999,68997,已发货,已确认,直销,销售一部,刘洋,"2025-06-25",否,"","",青岛沃土植保有限公司,QT-202405-00129,"","2025-05-19",Active
SO0000303,SO-202302-00130,"2025-02-13","10021",青岛沃土植保有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,2,台,58999,"0.0%",58999,117998,已发货,已确认,直销,销售一部,姚强,"2025-04-02",否,"","",青岛沃土植保有限公司,QT-202302-00130,"","2025-02-13",Active
SO0000304,SO-202302-00130,"2025-02-13","10021",青岛沃土植保有限公司,20,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,3,台,22999,"0.0%",22999,68997,已发货,已确认,直销,销售一部,姚强,"2025-03-07",否,"","",青岛沃土植保有限公司,QT-202302-00130,"","2025-02-13",Active
SO0000305,SO-202305-00131,"2025-05-14","10022",郑州绿洲农技股份有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,9,台,58999,"0.0%",58999,530991,已发货,已确认,项目销售,销售一部,李娜,"2025-06-11",否,HT-2023-277,"2023年北京市农业项目",郑州绿洲农技股份有限公司,QT-202305-00607,"","2025-05-14",Active
SO0000306,SO-202305-00131,"2025-05-14","10022",郑州绿洲农技股份有限公司,20,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,8,台,22999,"0.0%",22999,183992,已发货,已确认,项目销售,销售一部,李娜,"2025-06-05",否,HT-2023-277,"2023年北京市农业项目",郑州绿洲农技股份有限公司,QT-202305-00607,"","2025-05-14",Active
SO0000307,SO-202305-00131,"2025-05-14","10022",郑州绿洲农技股份有限公司,30,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,11,台,45999,"9.8%",41491,456402,已发货,已确认,项目销售,销售一部,李娜,"2025-06-06",否,HT-2023-277,"2023年北京市农业项目",郑州绿洲农技股份有限公司,QT-202305-00607,"","2025-05-14",Active
SO0000308,SO-202404-00132,"2025-04-13","10022",郑州绿洲农技股份有限公司,10,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,7,台,22999,"0.0%",22999,160993,已发货,已确认,项目销售,销售一部,赵敏,"2025-05-28",否,HT-2024-005,"2024年北京市农业项目",郑州绿洲农技股份有限公司,QT-202404-00535,"","2025-04-13",Active
SO0000309,SO-202404-00132,"2025-04-13","10022",郑州绿洲农技股份有限公司,20,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,11,台,58999,"2.4%",57583,633413,已发货,已确认,项目销售,销售一部,赵敏,"2025-05-20",否,HT-2024-005,"2024年北京市农业项目",郑州绿洲农技股份有限公司,QT-202404-00535,"","2025-04-13",Active
SO0000310,SO-202404-00132,"2025-04-13","10022",郑州绿洲农技股份有限公司,30,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,14,台,45999,"6.3%",43101,603415,已发货,已确认,项目销售,销售一部,赵敏,"2025-05-29",否,HT-2024-005,"2024年北京市农业项目",郑州绿洲农技股份有限公司,QT-202404-00535,"","2025-04-13",Active
SO0000311,SO-202405-00133,"2025-05-18","10022",郑州绿洲农技股份有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,13,台,58999,"8.6%",53925,701026,已发货,已确认,项目销售,销售一部,陈静,"2025-07-15",否,HT-2024-491,北京市植保服务应用项目,郑州绿洲农技股份有限公司,QT-202405-00133,"","2025-05-18",Active
SO0000312,SO-202405-00133,"2025-05-18","10022",郑州绿洲农技股份有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,13,台,45999,"2.3%",44941,584233,已发货,已确认,项目销售,销售一部,陈静,"2025-06-08",否,HT-2024-491,北京市植保服务应用项目,郑州绿洲农技股份有限公司,QT-202405-00133,"","2025-05-18",Active
SO0000313,SO-202405-00133,"2025-05-18","10022",郑州绿洲农技股份有限公司,30,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,12,台,22999,"3.7%",22148,265776,已发货,已确认,项目销售,销售一部,陈静,"2025-07-09",否,HT-2024-491,北京市植保服务应用项目,郑州绿洲农技股份有限公司,QT-202405-00133,"","2025-05-18",Active
SO0000314,SO-202405-00134,"2025-05-29","10023",西安农兴农资科技有限公司,10,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,9,台,22999,"6.2%",21573,194158,已发货,已确认,直销,销售一部,钱进,"2025-07-10",否,"","",西安农兴农资科技有限公司,QT-202405-00538,"","2025-05-29",Active
SO0000315,SO-202405-00134,"2025-05-29","10023",西安农兴农资科技有限公司,20,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,7,台,58999,"6.8%",54987,384909,已发货,已确认,直销,销售一部,钱进,"2025-07-22",否,"","",西安农兴农资科技有限公司,QT-202405-00538,"","2025-05-29",Active
SO0000316,SO-202405-00134,"2025-05-29","10023",西安农兴农资科技有限公司,30,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,4,台,45999,"8.9%",41905,167620,已发货,已确认,直销,销售一部,钱进,"2025-07-10",否,"","",西安农兴农资科技有限公司,QT-202405-00538,"","2025-05-29",Active
SO0000317,SO-202407-00135,"2025-07-22","10023",西安农兴农资科技有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,8,台,58999,"6.0%",55459,443672,已发货,已确认,直销,销售一部,蒋敏,"2025-08-10",否,"","",西安农兴农资科技有限公司,QT-202407-00544,"","2025-07-22",Active
SO0000318,SO-202407-00135,"2025-07-22","10023",西安农兴农资科技有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,10,台,45999,"13.3%",39881,398811,已发货,已确认,直销,销售一部,蒋敏,"2025-08-08",否,"","",西安农兴农资科技有限公司,QT-202407-00544,"","2025-07-22",Active
SO0000319,SO-202410-00136,"2025-10-07","10023",西安农兴农资科技有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,16,台,58999,"11.0%",52509,840146,已发货,已确认,项目销售,销售一部,曹磊,"2025-10-29",否,HT-2024-440,重庆市农场主应用项目,西安农兴农资科技有限公司,QT-202409-00592,"","2025-10-07",Active
SO0000320,SO-202410-00136,"2025-10-07","10023",西安农兴农资科技有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,10,台,45999,"6.9%",42825,428251,已发货,已确认,项目销售,销售一部,曹磊,"2025-11-18",否,HT-2024-440,重庆市农场主应用项目,西安农兴农资科技有限公司,QT-202409-00592,"","2025-10-07",Active
SO0000321,SO-202410-00136,"2025-10-07","10023",西安农兴农资科技有限公司,30,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,15,台,22999,"13.1%",19986,299792,已发货,已确认,项目销售,销售一部,曹磊,"2025-11-06",否,HT-2024-440,重庆市农场主应用项目,西安农兴农资科技有限公司,QT-202409-00592,"","2025-10-07",Active
SO0000322,SO-202404-00137,"2025-04-02","10023",西安农兴农资科技有限公司,10,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,8,台,22999,"13.5%",19894,159153,已发货,已确认,项目销售,销售一部,赵敏,"2025-05-07",否,HT-2024-478,西安农兴农资科技有限公司设备采购项目,西安农兴农资科技有限公司,QT-202403-00563,"","2025-04-02",Active
SO0000323,SO-202404-00137,"2025-04-02","10023",西安农兴农资科技有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,8,台,45999,"14.9%",39145,313161,已发货,已确认,项目销售,销售一部,赵敏,"2025-05-31",否,HT-2024-478,西安农兴农资科技有限公司设备采购项目,西安农兴农资科技有限公司,QT-202403-00563,"","2025-04-02",Active
SO0000324,SO-202305-00138,"2025-05-27","10023",西安农兴农资科技有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,11,台,58999,"10.3%",52922,582143,已发货,已确认,项目销售,销售一部,袁琳,"2025-07-01",否,HT-2023-182,西安农兴农资科技有限公司设备采购项目,西安农兴农资科技有限公司,QT-202305-00608,"","2025-05-27",Active
SO0000325,SO-202305-00138,"2025-05-27","10023",西安农兴农资科技有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,12,台,45999,"9.4%",41675,500101,已发货,已确认,项目销售,销售一部,袁琳,"2025-07-05",否,HT-2023-182,西安农兴农资科技有限公司设备采购项目,西安农兴农资科技有限公司,QT-202305-00608,"","2025-05-27",Active
SO0000326,SO-202401-00139,"2025-01-26","10023",西安农兴农资科技有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,8,台,58999,"9.4%",53453,427625,已发货,已确认,项目销售,销售一部,贾斌,"2025-03-26",否,HT-2024-414,西安农兴农资科技有限公司设备采购项目,西安农兴农资科技有限公司,QT-202401-00565,"","2025-01-26",Active
SO0000327,SO-202401-00139,"2025-01-26","10023",西安农兴农资科技有限公司,20,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,12,台,22999,"5.5%",21734,260809,已发货,已确认,项目销售,销售一部,贾斌,"2025-03-23",否,HT-2024-414,西安农兴农资科技有限公司设备采购项目,西安农兴农资科技有限公司,QT-202401-00565,"","2025-01-26",Active
SO0000328,SO-202401-00139,"2025-01-26","10023",西安农兴农资科技有限公司,30,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,7,台,45999,"9.3%",41721,292048,已发货,已确认,项目销售,销售一部,贾斌,"2025-03-22",否,HT-2024-414,西安农兴农资科技有限公司设备采购项目,西安农兴农资科技有限公司,QT-202401-00565,"","2025-01-26",Active
SO0000329,SO-202303-00140,"2025-03-15","10023",西安农兴农资科技有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,15,台,58999,"13.0%",51329,769937,已发货,已确认,项目销售,销售一部,王强,"2025-04-02",否,HT-2023-137,重庆市农场主应用项目,西安农兴农资科技有限公司,QT-202303-00603,"","2025-03-15",Active
SO0000330,SO-202303-00140,"2025-03-15","10023",西安农兴农资科技有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,20,台,45999,"10.0%",41399,827982,已发货,已确认,项目销售,销售一部,王强,"2025-04-16",否,HT-2023-137,重庆市农场主应用项目,西安农兴农资科技有限公司,QT-202303-00603,"","2025-03-15",Active
SO0000331,SO-202303-00140,"2025-03-15","10023",西安农兴农资科技有限公司,30,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,9,台,22999,"13.8%",19825,178426,已发货,已确认,项目销售,销售一部,王强,"2025-04-27",否,HT-2023-137,重庆市农场主应用项目,西安农兴农资科技有限公司,QT-202303-00603,"","2025-03-15",Active
SO0000332,SO-202408-00141,"2025-08-24","10023",西安农兴农资科技有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,9,台,58999,"12.6%",51565,464086,已发货,已确认,直销,销售一部,曹磊,"2025-09-09",否,"","",西安农兴农资科技有限公司,QT-202408-00519,"","2025-08-24",Active
SO0000333,SO-202408-00141,"2025-08-24","10023",西安农兴农资科技有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,7,台,45999,"14.8%",39191,274338,已发货,已确认,直销,销售一部,曹磊,"2025-10-14",否,"","",西安农兴农资科技有限公司,QT-202408-00519,"","2025-08-24",Active
SO0000334,SO-202303-00142,"2025-03-23","10023",西安农兴农资科技有限公司,10,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,9,台,45999,"6.6%",42963,386668,已发货,已确认,项目销售,销售一部,杨帆,"2025-05-02",否,HT-2023-281,"2023年重庆市农业项目",西安农兴农资科技有限公司,QT-202303-00604,"","2025-03-23",Active
SO0000335,SO-202303-00142,"2025-03-23","10023",西安农兴农资科技有限公司,20,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,6,台,58999,"6.0%",55459,332754,已发货,已确认,项目销售,销售一部,杨帆,"2025-05-10",否,HT-2023-281,"2023年重庆市农业项目",西安农兴农资科技有限公司,QT-202303-00604,"","2025-03-23",Active
SO0000336,SO-202303-00143,"2025-03-27","10023",西安农兴农资科技有限公司,10,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,7,台,45999,"10.3%",41261,288828,已发货,已确认,项目销售,销售一部,赵敏,"2025-05-07",否,HT-2023-159,"2023年重庆市农业项目",西安农兴农资科技有限公司,QT-202303-00143,"","2025-03-27",Active
SO0000337,SO-202303-00143,"2025-03-27","10023",西安农兴农资科技有限公司,20,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,14,台,22999,"12.0%",20239,283348,已发货,已确认,项目销售,销售一部,赵敏,"2025-05-01",否,HT-2023-159,"2023年重庆市农业项目",西安农兴农资科技有限公司,QT-202303-00143,"","2025-03-27",Active
SO0000338,SO-202305-00144,"2025-05-15","10023",西安农兴农资科技有限公司,10,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,10,台,45999,"8.9%",41905,419051,已发货,已确认,直销,销售一部,曹磊,"2025-06-24",否,"","",西安农兴农资科技有限公司,QT-202305-00609,"","2025-05-15",Active
SO0000339,SO-202305-00144,"2025-05-15","10023",西安农兴农资科技有限公司,20,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,7,台,22999,"8.0%",21159,148114,已发货,已确认,直销,销售一部,曹磊,"2025-06-28",否,"","",西安农兴农资科技有限公司,QT-202305-00609,"","2025-05-15",Active
SO0000340,SO-202305-00144,"2025-05-15","10023",西安农兴农资科技有限公司,30,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,10,台,58999,"6.5%",55164,551641,已发货,已确认,直销,销售一部,曹磊,"2025-06-06",否,"","",西安农兴农资科技有限公司,QT-202305-00609,"","2025-05-15",Active
SO0000341,SO-202404-00145,"2025-04-04","10023",西安农兴农资科技有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,12,台,58999,"14.5%",50444,605330,已发货,已确认,项目销售,销售一部,刘洋,"2025-04-19",否,HT-2024-384,重庆市农场主应用项目,西安农兴农资科技有限公司,QT-202403-00564,"","2025-04-04",Active
SO0000342,SO-202404-00145,"2025-04-04","10023",西安农兴农资科技有限公司,20,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,5,台,22999,"13.9%",19802,99011,已发货,已确认,项目销售,销售一部,刘洋,"2025-05-09",否,HT-2024-384,重庆市农场主应用项目,西安农兴农资科技有限公司,QT-202403-00564,"","2025-04-04",Active
SO0000343,SO-202404-00145,"2025-04-04","10023",西安农兴农资科技有限公司,30,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,18,台,45999,"12.7%",40157,722828,已发货,已确认,项目销售,销售一部,刘洋,"2025-04-24",否,HT-2024-384,重庆市农场主应用项目,西安农兴农资科技有限公司,QT-202403-00564,"","2025-04-04",Active
SO0000344,SO-202404-00146,"2025-04-14","10023",西安农兴农资科技有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,6,台,58999,"12.4%",51683,310099,已发货,已确认,项目销售,销售一部,谢文,"2025-05-01",否,HT-2024-080,西安农兴农资科技有限公司设备采购项目,西安农兴农资科技有限公司,QT-202404-00536,"","2025-04-14",Active
