"procurement_id","procurement_number","procurement_date","supplier_id","supplier_code","supplier_name","material_id","material_code","material_name","warehouse_id","warehouse_name","quantity","unit_price","total_amount","currency","tax_rate","payment_terms","logistics_provider","tracking_number","ship_date","estimated_delivery_date","actual_delivery_date","inspection_status","notes","created_date","status","po_number","delivery_batch","total_batches"
PR0000076,GR-202604-0179,"2026-04-02",SUP-039,SUP-039,常州雷达测高仪制造厂,M0027,PART-RADAR-ALT,雷达测高仪,WH002,东莞天翼电子材料仓库,2037,96.97,197527.89,USD,0.13,月结45天,申通快递,LOG20230125320898,"2026-04-09","2026-04-12","2026-04-14",已验收,历史到货-原采购订单PO-202604-0065超量，已解除采购订单关联,"2025-01-22",Active,"","",""
PR0000077,GR-202604-0256,"2026-04-02",SUP-039,SUP-039,常州雷达测高仪制造厂,M0027,PART-RADAR-ALT,雷达测高仪,WH002,东莞天翼电子材料仓库,1620,104.85,169857.0,USD,0.13,月结45天,韵达快递,LOG20230211963808,"2026-04-09","2026-04-12","2026-04-14",待验收,历史到货-原采购订单PO-202604-0065超量，已解除采购订单关联,"2025-02-08",Active,"","",""
PR0000078,GR-202604-0046,"2026-04-02",SUP-024,SUP-024,深圳云台技术有限公司,M0028,PART-CAM-SURVEY-42MP,"4200万像素测绘相机",WH002,东莞天翼电子材料仓库,373,5219.63,1946921.99,USD,0.13,月结45天,安能物流,LOG20221206191662,"2026-04-09","2026-04-12","2026-04-14",待验收,"","2025-12-04",Active,PO-202604-0096,"",""
PR0000079,GR-202604-0055,"2026-04-02",SUP-024,SUP-024,深圳云台技术有限公司,M0028,PART-CAM-SURVEY-42MP,"4200万像素测绘相机",WH002,东莞天翼电子材料仓库,308,4618.04,1422356.32,USD,0.13,月结45天,京东物流,LOG20221211543041,"2026-04-09","2026-04-12","2026-04-14",验收中,"","2025-12-08",Active,PO-202604-0096,"",""
PR0000080,GR-202604-0011,"2026-04-02",SUP-024,SUP-024,深圳云台技术有限公司,M0028,PART-CAM-SURVEY-42MP,"4200万像素测绘相机",WH002,东莞天翼电子材料仓库,174,5201.61,905080.14,USD,0.13,月结45天,德邦物流,LOG20221208420051,"2026-04-09","2026-04-12","2026-04-14",待验收,"","2025-12-06",Active,PO-202604-0096,"",""
PR0000081,GR-202604-0066,"2026-04-02",SUP-024,SUP-024,深圳云台技术有限公司,M0028,PART-CAM-SURVEY-42MP,"4200万像素测绘相机",WH002,东莞天翼电子材料仓库,305,5185.03,1581434.15,USD,0.13,月结45天,中铁快运,LOG20221219414271,"2026-04-09","2026-04-12","2026-04-14",已验收,提前交付,"2025-12-17",Active,PO-202604-0096,"",""
PR0000082,GR-202604-0231,"2026-04-02",SUP-036,SUP-036,深圳激光雷达技术公司,M0029,PART-LIDAR,激光雷达模块,WH002,东莞天翼电子材料仓库,1388,279.48,387918.24,CNY,0.13,月结45天,申通快递,LOG20230227280113,"2026-04-09","2026-04-12","2026-04-14",待验收,需加急处理,"2025-02-24",Active,PO-202604-0145,"",""
PR0000083,GR-202604-0311,"2026-04-02",SUP-036,SUP-036,深圳激光雷达技术公司,M0029,PART-LIDAR,激光雷达模块,WH002,东莞天翼电子材料仓库,626,317.69,198873.94,CNY,0.13,月结45天,中铁快运,LOG20230315146724,"2026-04-09","2026-04-12","2026-04-14",已验收,"","2025-03-14",Active,PO-202604-0145,"",""
PR0000084,GR-202604-0331,"2026-04-02",SUP-036,SUP-036,深圳激光雷达技术公司,M0029,PART-LIDAR,激光雷达模块,WH002,东莞天翼电子材料仓库,877,282.18,247471.86,CNY,0.13,月结45天,德邦物流,LOG20230306295072,"2026-04-09","2026-04-12","2026-04-14",已验收,"","2025-03-05",Active,PO-202604-0145,"",""
PR0000085,GR-202604-0246,"2026-04-02",SUP-036,SUP-036,深圳激光雷达技术公司,M0029,PART-LIDAR,激光雷达模块,WH002,东莞天翼电子材料仓库,1203,310.05,372990.15,CNY,0.13,月结45天,韵达快递,LOG20230226360346,"2026-04-09","2026-04-12","2026-04-14",已验收,"","2025-02-24",Active,PO-202604-0145,"",""
PR0000086,GR-202604-0273,"2026-04-04",SUP-021,SUP-021,索尼半导体解决方案,M0030,PART-CAM-THERMAL,红外热成像相机,WH002,东莞天翼电子材料仓库,481,410.36,197383.16,CNY,0.13,月结30天,中通快递,LOG20230320963324,"2026-04-11","2026-04-14","2026-04-16",待验收,按时交付,"2025-03-17",Active,PO-202604-0156,"",""
PR0000087,GR-202604-0333,"2026-04-04",SUP-021,SUP-021,索尼半导体解决方案,M0030,PART-CAM-THERMAL,红外热成像相机,WH002,东莞天翼电子材料仓库,488,461.36,225143.68,CNY,0.13,月结30天,韵达快递,LOG20230325439521,"2026-04-11","2026-04-14","2026-04-16",待验收,"","2025-03-24",Active,PO-202604-0156,"",""
PR0000088,GR-202604-0353,"2026-04-04",SUP-021,SUP-021,索尼半导体解决方案,M0030,PART-CAM-THERMAL,红外热成像相机,WH002,东莞天翼电子材料仓库,162,452.75,73345.5,CNY,0.13,月结30天,安能物流,LOG20230403243686,"2026-04-11","2026-04-14","2026-04-16",待验收,"","2025-04-02",Active,PO-202604-0156,"",""
PR0000089,GR-202604-0279,"2026-04-04",SUP-022,SUP-022,豪威科技（OmniVision）,M0031,PART-CAM-ZOOM-30X,"30倍变焦可见光相机",WH002,东莞天翼电子材料仓库,638,4435.93,2830123.34,CNY,0.13,月结30天,中通快递,LOG20230320330337,"2026-04-11","2026-04-14","2026-04-16",待验收,"","2025-03-18",Active,PO-202604-0157,"",""
PR0000090,GR-202604-0350,"2026-04-04",SUP-022,SUP-022,豪威科技（OmniVision）,M0031,PART-CAM-ZOOM-30X,"30倍变焦可见光相机",WH002,东莞天翼电子材料仓库,274,4950.09,1356324.66,CNY,0.13,月结30天,韵达快递,LOG20230407808526,"2026-04-11","2026-04-14","2026-04-16",已验收,"","2025-04-06",Active,PO-202604-0157,"",""
PR0000091,GR-202604-0268,"2026-04-02",SUP-035,SUP-035,北京智能视觉科技公司,M0032,PART-SPOTLIGHT-50W,"50W强光照明灯",WH002,东莞天翼电子材料仓库,855,704.52,602364.6,CNY,0.13,月结30天,申通快递,LOG20230327275378,"2026-04-09","2026-04-12","2026-04-14",已验收,质量合格,"2025-03-26",Active,PO-202604-0155,"",""
PR0000092,GR-202604-0297,"2026-04-02",SUP-035,SUP-035,北京智能视觉科技公司,M0032,PART-SPOTLIGHT-50W,"50W强光照明灯",WH002,东莞天翼电子材料仓库,1160,670.59,777884.4,CNY,0.13,月结30天,韵达快递,LOG20230323818789,"2026-04-09","2026-04-12","2026-04-14",已验收,"","2025-03-21",Active,PO-202604-0155,"",""
PR0000093,GR-202604-0344,"2026-04-02",SUP-035,SUP-035,北京智能视觉科技公司,M0032,PART-SPOTLIGHT-50W,"50W强光照明灯",WH002,东莞天翼电子材料仓库,588,597.44,351294.72,CNY,0.13,月结30天,中通快递,LOG20230314876591,"2026-04-09","2026-04-12","2026-04-14",待验收,"","2025-03-13",Active,PO-202604-0155,"",""
PR0000094,GR-202604-0343,"2026-04-02",SUP-035,SUP-035,北京智能视觉科技公司,M0032,PART-SPOTLIGHT-50W,"50W强光照明灯",WH002,东莞天翼电子材料仓库,915,636.76,582635.4,CNY,0.13,月结30天,中铁快运,LOG20230401258400,"2026-04-09","2026-04-12","2026-04-14",验收中,"","2025-03-29",Active,PO-202604-0155,"",""
PR0000095,GR-202605-0009,"2026-05-03",SUP-025,SUP-025,东莞碳纤维复合材料厂,M0033,PART-FRAME-HEX-CF,六轴碳纤维机架,WH002,东莞天翼电子材料仓库,1353,895.73,1211922.69,CNY,0.13,月结30天,中通快递,LOG20230123686300,"2026-05-10","2026-05-13","2026-05-15",验收中,历史到货-原采购订单PO-202605-0007超量，已解除采购订单关联,"2025-01-22",Active,"","",""
PR0000096,GR-202605-0012,"2026-05-03",SUP-025,SUP-025,东莞碳纤维复合材料厂,M0033,PART-FRAME-HEX-CF,六轴碳纤维机架,WH002,东莞天翼电子材料仓库,801,909.53,728533.53,CNY,0.13,月结30天,安能物流,LOG20230124552305,"2026-05-10","2026-05-13","2026-05-15",已验收,历史到货-原采购订单PO-202605-0007超量，已解除采购订单关联,"2025-01-21",Active,"","",""
PR0000097,GR-202605-0004,"2026-05-03",SUP-025,SUP-025,东莞碳纤维复合材料厂,M0033,PART-FRAME-HEX-CF,六轴碳纤维机架,WH002,东莞天翼电子材料仓库,1244,848.74,1055832.56,CNY,0.13,月结30天,德邦物流,LOG20230122195718,"2026-05-10","2026-05-13","2026-05-15",验收中,历史到货-原采购订单PO-202605-0007超量，已解除采购订单关联,"2025-01-20",Active,"","",""
PR0000098,GR-202604-0164,"2026-04-04",SUP-020,SUP-020,格氏ace电池科技,M0034,PART-BAT-12S-16000,"12S16000mAh工业电池",WH003,深圳天翼配件仓库,540,2111.97,1140463.8,USD,0.13,信用证,安能物流,LOG20230116597729,"2026-04-11","2026-04-14","2026-04-16",已验收,"","2025-01-15",Active,PO-202604-0130,"",""
PR0000099,GR-202604-0146,"2026-04-04",SUP-020,SUP-020,格氏ace电池科技,M0034,PART-BAT-12S-16000,"12S16000mAh工业电池",WH003,深圳天翼配件仓库,250,1956.8,489200.0,USD,0.13,信用证,圆通速递,LOG20230123894455,"2026-04-11","2026-04-14","2026-04-16",已验收,"","2025-01-20",Active,PO-202604-0130,"",""
PR0000100,GR-202604-0155,"2026-04-04",SUP-020,SUP-020,格氏ace电池科技,M0034,PART-BAT-12S-16000,"12S16000mAh工业电池",WH003,深圳天翼配件仓库,379,2294.55,869634.45,USD,0.13,信用证,中通快递,LOG20230113805742,"2026-04-11","2026-04-14","2026-04-16",待验收,"","2025-01-12",Active,PO-202604-0130,"",""
PR0000101,GR-202605-0006,"2026-05-02",SUP-038,SUP-038,深圳农业喷洒系统公司,M0035,PART-SPRAYER-20L,"20升智能喷洒系统",WH003,深圳天翼配件仓库,1319,4114.64,5427210.16,USD,0.13,信用证,顺丰速运,LOG20230119777152,"2026-05-09","2026-05-12","2026-05-14",已验收,历史到货-原采购订单PO-202605-0010超量，已解除采购订单关联,"2025-01-17",Active,"","",""
PR0000102,GR-202605-0007,"2026-05-02",SUP-038,SUP-038,深圳农业喷洒系统公司,M0035,PART-SPRAYER-20L,"20升智能喷洒系统",WH003,深圳天翼配件仓库,1525,3973.64,6059801.0,USD,0.13,信用证,韵达快递,LOG20230121709415,"2026-05-09","2026-05-12","2026-05-14",验收中,需加急处理;历史到货-原采购订单PO-202605-0010超量，已解除采购订单关联,"2025-01-19",Active,"","",""
PR0000103,GR-202604-0148,"2026-04-03",SUP-026,SUP-026,中航复合材料有限公司,M0036,PART-FRAME-HEX-CF-HD,六轴重载碳纤维机架,WH002,东莞天翼电子材料仓库,806,1669.46,1345584.76,USD,0.13,月结45天,圆通速递,LOG20230110781004,"2026-04-10","2026-04-13","2026-04-15",验收中,历史到货-原采购订单PO-202604-0026超量，已解除采购订单关联,"2025-01-09",Active,"","",""
PR0000104,GR-202604-0060,"2026-04-03",SUP-026,SUP-026,中航复合材料有限公司,M0036,PART-FRAME-HEX-CF-HD,六轴重载碳纤维机架,WH002,东莞天翼电子材料仓库,1138,1443.25,1642418.5,USD,0.13,月结45天,申通快递,LOG20230101442695,"2026-04-10","2026-04-13","2026-04-15",已验收,历史到货-原采购订单PO-202604-0026超量，已解除采购订单关联,"2025-12-29",Active,"","",""
PR0000105,GR-202604-0093,"2026-04-03",SUP-026,SUP-026,中航复合材料有限公司,M0036,PART-FRAME-HEX-CF-HD,六轴重载碳纤维机架,WH002,东莞天翼电子材料仓库,955,1666.25,1591268.75,USD,0.13,月结45天,中铁快运,LOG20230107305125,"2026-04-10","2026-04-13","2026-04-15",已验收,历史到货-原采购订单PO-202604-0026超量，已解除采购订单关联,"2025-01-04",Active,"","",""
PR0000106,GR-202604-0125,"2026-04-03",SUP-026,SUP-026,中航复合材料有限公司,M0036,PART-FRAME-HEX-CF-HD,六轴重载碳纤维机架,WH002,东莞天翼电子材料仓库,949,1498.48,1422057.52,USD,0.13,月结45天,中铁快运,LOG20230113731094,"2026-04-10","2026-04-13","2026-04-15",已验收,按时交付;历史到货-原采购订单PO-202604-0026超量，已解除采购订单关联,"2025-01-11",Active,"","",""
PR0000107,GR-202604-0103,"2026-04-03",SUP-012,SUP-012,深圳大疆创新动力系统,M0037,PART-MOTOR-5010-PRO,"5010重载无刷电机",WH004,惠州天翼机电半成品仓库,876,1755.17,1537528.92,CNY,0.13,月结45天,中通快递,LOG20230117449412,"2026-04-10","2026-04-13","2026-04-15",验收中,按时交付;历史到货-原采购订单PO-202604-0029超量，已解除采购订单关联,"2025-01-14",Active,"","",""
PR0000108,GR-202604-0088,"2026-04-03",SUP-012,SUP-012,深圳大疆创新动力系统,M0037,PART-MOTOR-5010-PRO,"5010重载无刷电机",WH004,惠州天翼机电半成品仓库,711,1906.04,1355194.44,CNY,0.13,月结45天,中通快递,LOG20230115434510,"2026-04-10","2026-04-13","2026-04-15",待验收,提前交付,"2025-01-14",Active,PO-202604-0029,"",""
PR0000109,GR-202604-0110,"2026-04-03",SUP-012,SUP-012,深圳大疆创新动力系统,M0037,PART-MOTOR-5010-PRO,"5010重载无刷电机",WH004,惠州天翼机电半成品仓库,1406,2050.72,2883312.32,CNY,0.13,月结45天,中铁快运,LOG20230105607672,"2026-04-10","2026-04-13","2026-04-15",已验收,历史到货-原采购订单PO-202604-0029超量，已解除采购订单关联,"2025-01-04",Active,"","",""
PR0000110,GR-202604-0132,"2026-04-04",SUP-013,SUP-013,美国Castle电调公司,M0038,PART-ESC-60A,"60A电调",WH004,惠州天翼机电半成品仓库,1843,588.61,1084808.23,CNY,0.13,月结30天,安能物流,LOG20230130559851,"2026-04-11","2026-04-14","2026-04-06",已验收,历史到货-原采购订单PO-202604-0030超量，已解除采购订单关联,"2025-01-28",Active,"","",""
PR0000111,GR-202604-0151,"2026-04-04",SUP-013,SUP-013,美国Castle电调公司,M0038,PART-ESC-60A,"60A电调",WH004,惠州天翼机电半成品仓库,1765,637.98,1126034.7,CNY,0.13,月结30天,中通快递,LOG20230202383837,"2026-04-11","2026-04-14","2026-04-16",验收中,历史到货-原采购订单PO-202604-0030超量，已解除采购订单关联,"2025-01-30",Active,"","",""
PR0000112,GR-202604-0166,"2026-04-04",SUP-013,SUP-013,美国Castle电调公司,M0038,PART-ESC-60A,"60A电调",WH004,惠州天翼机电半成品仓库,681,616.06,419536.86,CNY,0.13,月结30天,圆通速递,LOG20230201819901,"2026-04-11","2026-04-14","2026-04-16",验收中,"","2025-01-30",Active,PO-202604-0030,"",""
PR0000113,GR-202604-0235,"2026-04-03",SUP-016,SUP-016,APC螺旋桨美国公司,M0039,PART-PROP-3016-CF,"3016碳纤螺旋桨",WH004,惠州天翼机电半成品仓库,573,109.24,62594.52,USD,0.13,"预付50%,货到付清",中铁快运,LOG20230214183031,"2026-04-10","2026-04-13","2026-04-15",验收中,"","2025-02-11",Active,PO-202604-0031,"",""
PR0000114,GR-202604-0314,"2026-04-03",SUP-016,SUP-016,APC螺旋桨美国公司,M0039,PART-PROP-3016-CF,"3016碳纤螺旋桨",WH004,惠州天翼机电半成品仓库,598,118.63,70940.74,USD,0.13,"预付50%,货到付清",韵达快递,LOG20230304217747,"2026-04-10","2026-04-13","2026-04-15",已验收,需加急处理;历史到货-原采购订单PO-202604-0031超量，已解除采购订单关联,"2025-03-02",Active,"","",""
PR0000115,GR-202604-0229,"2026-04-03",SUP-016,SUP-016,APC螺旋桨美国公司,M0039,PART-PROP-3016-CF,"3016碳纤螺旋桨",WH004,惠州天翼机电半成品仓库,924,110.85,102425.4,USD,0.13,"预付50%,货到付清",百世快递,LOG20230222639496,"2026-04-10","2026-04-13","2026-04-15",待验收,部分延期,"2025-02-19",Active,PO-202604-0031,"",""
PR0000116,GR-202604-0258,"2026-04-03",SUP-016,SUP-016,APC螺旋桨美国公司,M0039,PART-PROP-3016-CF,"3016碳纤螺旋桨",WH004,惠州天翼机电半成品仓库,776,104.07,80758.32,USD,0.13,"预付50%,货到付清",申通快递,LOG20230214142378,"2026-04-10","2026-04-13","2026-04-15",已验收,历史到货-原采购订单PO-202604-0031超量，已解除采购订单关联,"2025-02-12",Active,"","",""
PR0000117,GR-202604-0154,"2026-04-04",SUP-020,SUP-020,格氏ace电池科技,M0040,PART-BAT-12S-22000,"12S22000mAh重载电池",WH003,深圳天翼配件仓库,214,1002.64,214564.96,CNY,0.13,月结60天,德邦物流,LOG20230113716608,"2026-04-11","2026-04-14","2026-04-16",验收中,"","2025-01-11",Active,PO-202604-0032,"",""
PR0000118,GR-202604-0162,"2026-04-04",SUP-020,SUP-020,格氏ace电池科技,M0040,PART-BAT-12S-22000,"12S22000mAh重载电池",WH003,深圳天翼配件仓库,222,1120.55,248762.1,CNY,0.13,月结60天,安能物流,LOG20230122364399,"2026-04-11","2026-04-14","2026-04-16",已验收,历史到货-原采购订单PO-202604-0032超量，已解除采购订单关联,"2025-01-20",Active,"","",""
PR0000119,GR-202604-0111,"2026-04-04",SUP-020,SUP-020,格氏ace电池科技,M0040,PART-BAT-12S-22000,"12S22000mAh重载电池",WH003,深圳天翼配件仓库,182,1055.58,192115.56,CNY,0.13,月结60天,中通快递,LOG20230118380779,"2026-04-11","2026-04-14","2026-04-16",验收中,"","2025-01-15",Active,PO-202604-0032,"",""
PR0000120,GR-202604-0157,"2026-04-04",SUP-020,SUP-020,格氏ace电池科技,M0040,PART-BAT-12S-22000,"12S22000mAh重载电池",WH003,深圳天翼配件仓库,569,1209.12,687989.28,CNY,0.13,月结60天,中通快递,LOG20230129768545,"2026-04-11","2026-04-14","2026-04-16",已验收,历史到货-原采购订单PO-202604-0032超量，已解除采购订单关联,"2025-01-28",Active,"","",""
PR0000121,GR-202605-0010,"2026-05-02",SUP-038,SUP-038,深圳农业喷洒系统公司,M0041,PART-SPRAYER-30L,"30升智能喷洒系统",WH003,深圳天翼配件仓库,415,296.87,123201.05,CNY,0.13,"预付50%,货到付清",安能物流,LOG20230112585603,"2026-05-09","2026-05-12","2026-05-14",待验收,历史到货-原采购订单PO-202605-0049超量，已解除采购订单关联,"2025-01-09",Active,"","",""
PR0000122,GR-202605-0008,"2026-05-02",SUP-038,SUP-038,深圳农业喷洒系统公司,M0041,PART-SPRAYER-30L,"30升智能喷洒系统",WH003,深圳天翼配件仓库,411,326.31,134113.41,CNY,0.13,"预付50%,货到付清",百世快递,LOG20230121656203,"2026-05-09","2026-05-12","2026-05-14",已验收,"","2025-01-19",Active,PO-202605-0049,"",""
PR0000123,GR-202605-0005,"2026-05-02",SUP-038,SUP-038,深圳农业喷洒系统公司,M0041,PART-SPRAYER-30L,"30升智能喷洒系统",WH003,深圳天翼配件仓库,735,279.17,205189.95,CNY,0.13,"预付50%,货到付清",申通快递,LOG20230114485549,"2026-05-09","2026-05-12","2026-05-14",待验收,历史到货-原采购订单PO-202605-0049超量，已解除采购订单关联,"2025-01-13",Active,"","",""
PR0000124,GR-202605-0011,"2026-05-02",SUP-038,SUP-038,深圳农业喷洒系统公司,M0041,PART-SPRAYER-30L,"30升智能喷洒系统",WH003,深圳天翼配件仓库,988,287.89,284435.32,CNY,0.13,"预付50%,货到付清",顺丰速运,LOG20230127353593,"2026-05-09","2026-05-12","2026-05-14",已验收,历史到货-原采购订单PO-202605-0049超量，已解除采购订单关联,"2025-01-24",Active,"","",""
PR0000125,GR-202604-0345,"2026-04-02",SUP-028,SUP-028,台州塑料注塑成型公司,M0042,COMP-FRAME-PLA,塑料机身框架,WH002,东莞天翼电子材料仓库,1169,4061.04,4747355.76,CNY,0.13,款到发货,中铁快运,LOG20230403905597,"2026-04-09","2026-04-12","2026-04-14",已验收,"","2025-04-01",Active,PO-202604-0166,"",""
PR0000126,GR-202604-0312,"2026-04-02",SUP-028,SUP-028,台州塑料注塑成型公司,M0042,COMP-FRAME-PLA,塑料机身框架,WH002,东莞天翼电子材料仓库,1372,4010.9,5502954.8,CNY,0.13,款到发货,顺丰速运,LOG20230328180625,"2026-04-09","2026-04-12","2026-04-14",已验收,"","2025-03-27",Active,PO-202604-0166,"",""
PR0000127,GR-202604-0266,"2026-04-03",SUP-028,SUP-028,台州塑料注塑成型公司,M0043,COMP-COVER-PLA-UP,塑料上盖,WH002,东莞天翼电子材料仓库,821,1302.91,1069689.11,CNY,0.13,款到发货,中铁快运,LOG20230302705982,"2026-04-10","2026-04-13","2026-04-15",已验收,按时交付,"2025-03-01",Active,PO-202604-0153,"",""
PR0000128,GR-202604-0302,"2026-04-03",SUP-028,SUP-028,台州塑料注塑成型公司,M0043,COMP-COVER-PLA-UP,塑料上盖,WH002,东莞天翼电子材料仓库,465,1309.33,608838.45,CNY,0.13,款到发货,韵达快递,LOG20230314206563,"2026-04-10","2026-04-13","2026-04-15",已验收,"","2025-03-12",Active,PO-202604-0153,"",""
PR0000129,GR-202604-0270,"2026-04-03",SUP-028,SUP-028,台州塑料注塑成型公司,M0043,COMP-COVER-PLA-UP,塑料上盖,WH002,东莞天翼电子材料仓库,416,1486.4,618342.4,CNY,0.13,款到发货,德邦物流,LOG20230302590259,"2026-04-10","2026-04-13","2026-04-15",待验收,"","2025-03-01",Active,PO-202604-0153,"",""
PR0000130,GR-202604-0274,"2026-04-03",SUP-028,SUP-028,台州塑料注塑成型公司,M0043,COMP-COVER-PLA-UP,塑料上盖,WH002,东莞天翼电子材料仓库,846,1432.6,1211979.6,CNY,0.13,款到发货,中铁快运,LOG20230309394423,"2026-04-10","2026-04-13","2026-04-15",待验收,"","2025-03-08",Active,PO-202604-0153,"",""
PR0000131,GR-202604-0172,"2026-04-03",SUP-028,SUP-028,台州塑料注塑成型公司,M0044,COMP-COVER-PLA-DN,塑料下盖,WH002,东莞天翼电子材料仓库,935,685.08,640549.8,CNY,0.13,款到发货,顺丰速运,LOG20230123237219,"2026-04-10","2026-04-13","2026-04-15",已验收,"","2025-01-20",Active,PO-202604-0119,"",""
PR0000132,GR-202604-0242,"2026-04-03",SUP-028,SUP-028,台州塑料注塑成型公司,M0044,COMP-COVER-PLA-DN,塑料下盖,WH002,东莞天翼电子材料仓库,1045,622.0,649990.0,CNY,0.13,款到发货,安能物流,LOG20230203533125,"2026-04-10","2026-04-13","2026-04-15",已验收,提前交付,"2025-02-02",Active,PO-202604-0119,"",""
PR0000133,GR-202604-0108,"2026-04-03",SUP-028,SUP-028,台州塑料注塑成型公司,M0044,COMP-COVER-PLA-DN,塑料下盖,WH002,东莞天翼电子材料仓库,592,628.62,372143.04,CNY,0.13,款到发货,京东物流,LOG20230119824852,"2026-04-10","2026-04-13","2026-04-15",已验收,"","2025-01-18",Active,PO-202604-0119,"",""
PR0000134,GR-202604-0173,"2026-04-03",SUP-028,SUP-028,台州塑料注塑成型公司,M0044,COMP-COVER-PLA-DN,塑料下盖,WH002,东莞天翼电子材料仓库,847,736.87,624128.89,CNY,0.13,款到发货,韵达快递,LOG20230128763126,"2026-04-10","2026-04-13","2026-04-15",已验收,"","2025-01-26",Active,PO-202604-0119,"",""
PR0000135,GR-202604-0122,"2026-04-02",SUP-026,SUP-026,中航复合材料有限公司,M0045,COMP-LG-PLA,塑料起落架,WH002,东莞天翼电子材料仓库,2186,2923.58,6390945.88,USD,0.13,信用证,申通快递,LOG20230121769201,"2026-04-09","2026-04-12","2026-04-14",已验收,"","2025-01-18",Active,PO-202604-0126,"",""
PR0000136,GR-202604-0150,"2026-04-02",SUP-026,SUP-026,中航复合材料有限公司,M0045,COMP-LG-PLA,塑料起落架,WH002,东莞天翼电子材料仓库,2178,2732.62,5951646.36,USD,0.13,信用证,安能物流,LOG20230115233884,"2026-04-09","2026-04-12","2026-04-14",已验收,提前交付,"2025-01-14",Active,PO-202604-0126,"",""
PR0000137,GR-202604-0161,"2026-04-02",SUP-040,SUP-040,深圳标准紧固件公司,M0046,PART-SCREW-M3-10,M3x10螺钉,WH002,东莞天翼电子材料仓库,793,3905.24,3096855.32,USD,0.13,月结60天,安能物流,LOG20230131153964,"2026-04-09","2026-04-12","2026-04-14",待验收,"","2025-01-28",Active,PO-202604-0116,"",""
PR0000138,GR-202604-0101,"2026-04-02",SUP-040,SUP-040,深圳标准紧固件公司,M0046,PART-SCREW-M3-10,M3x10螺钉,WH002,东莞天翼电子材料仓库,1042,3678.71,3833215.82,USD,0.13,月结60天,京东物流,LOG20230130273071,"2026-04-09","2026-04-12","2026-04-14",待验收,质量合格,"2025-01-28",Active,PO-202604-0116,"",""
PR0000139,GR-202604-0180,"2026-04-02",SUP-040,SUP-040,深圳标准紧固件公司,M0046,PART-SCREW-M3-10,M3x10螺钉,WH002,东莞天翼电子材料仓库,1075,4230.55,4547841.25,USD,0.13,月结60天,圆通速递,LOG20230202378293,"2026-04-09","2026-04-12","2026-04-14",待验收,"","2025-01-30",Active,PO-202604-0116,"",""
PR0000140,GR-202604-0337,"2026-04-02",SUP-041,SUP-041,东莞减震件制造厂,M0047,PART-DAMPER-SOFT,减震球,WH002,东莞天翼电子材料仓库,1282,3524.8,4518793.6,CNY,0.13,月结30天,百世快递,LOG20230330381649,"2026-04-09","2026-04-12","2026-04-14",已验收,"","2025-03-28",Active,PO-202604-0160,"",""
PR0000141,GR-202604-0285,"2026-04-02",SUP-041,SUP-041,东莞减震件制造厂,M0047,PART-DAMPER-SOFT,减震球,WH002,东莞天翼电子材料仓库,834,3113.8,2596909.2,CNY,0.13,月结30天,圆通速递,LOG20230330798974,"2026-04-09","2026-04-12","2026-04-14",已验收,部分延期,"2025-03-28",Active,PO-202604-0160,"",""
PR0000142,GR-202604-0339,"2026-04-02",SUP-041,SUP-041,东莞减震件制造厂,M0047,PART-DAMPER-SOFT,减震球,WH002,东莞天翼电子材料仓库,683,3357.46,2293145.18,CNY,0.13,月结30天,德邦物流,LOG20230319200568,"2026-04-09","2026-04-12","2026-04-14",待验收,"","2025-03-16",Active,PO-202604-0160,"",""
PR0000143,GR-202604-0211,"2026-04-04",SUP-026,SUP-026,中航复合材料有限公司,M0048,COMP-FRAME-CF,碳纤维机身框架,WH002,东莞天翼电子材料仓库,1078,2421.07,2609913.46,CNY,0.13,"预付30%,货到付清",顺丰速运,LOG20230206959106,"2026-04-11","2026-04-14","2026-04-16",已验收,"","2025-02-04",Active,PO-202604-0141,"",""
PR0000144,GR-202604-0227,"2026-04-04",SUP-026,SUP-026,中航复合材料有限公司,M0048,COMP-FRAME-CF,碳纤维机身框架,WH002,东莞天翼电子材料仓库,1082,2537.99,2746105.18,CNY,0.13,"预付30%,货到付清",韵达快递,LOG20230209283488,"2026-04-11","2026-04-14","2026-04-16",已验收,"","2025-02-06",Active,PO-202604-0141,"",""
PR0000145,GR-202604-0255,"2026-04-04",SUP-026,SUP-026,中航复合材料有限公司,M0048,COMP-FRAME-CF,碳纤维机身框架,WH002,东莞天翼电子材料仓库,984,2497.94,2457972.96,CNY,0.13,"预付30%,货到付清",京东物流,LOG20230217257418,"2026-04-11","2026-04-14","2026-04-16",已验收,提前交付,"2025-02-16",Active,PO-202604-0141,"",""
PR0000146,GR-202604-0097,"2026-04-03",SUP-025,SUP-025,东莞碳纤维复合材料厂,M0049,COMP-ARM-CF-TUBE,碳纤维机臂管,WH002,东莞天翼电子材料仓库,731,3224.89,2357394.59,CNY,0.13,月结45天,顺丰速运,LOG20230104499642,"2026-04-10","2026-04-13","2026-04-15",待验收,"","2025-01-03",Active,PO-202604-0114,"",""
PR0000147,GR-202604-0141,"2026-04-03",SUP-025,SUP-025,东莞碳纤维复合材料厂,M0049,COMP-ARM-CF-TUBE,碳纤维机臂管,WH002,东莞天翼电子材料仓库,929,3223.24,2994389.96,CNY,0.13,月结45天,圆通速递,LOG20230112717313,"2026-04-10","2026-04-13","2026-04-15",已验收,"","2025-01-11",Active,PO-202604-0114,"",""
