"inventory_id","snapshot_month","item_id","item_code","warehouse_id","batch_number","quantity","reserved_inventory_qty","earliest_storage_date","max_storage_age","created_date","status"
INVBAL000199,"2026-05",M0022,PART-CAM-FPV,WH002,GR-00629,386,58,"5/14/2026",0,"5/14/2026",Active
INVBAL000200,"2026-05",M0022,PART-CAM-FPV,WH002,MAT-202605-00305,483,71,"5/17/2026",0,"5/17/2026",Active
INVBAL000201,"2026-04",M0012,PART-CAM-GIMBAL-1INCH,WH002,MAT-202604-00161,387,59,"4/16/2026",0,"4/16/2026",Active
INVBAL000202,"2026-04",M0012,PART-CAM-GIMBAL-1INCH,WH002,MAT-202604-00193,299,68,"4/16/2026",0,"4/16/2026",Active
INVBAL000203,"2026-04",M0012,PART-CAM-GIMBAL-1INCH,WH002,GR-00536,303,82,"4/16/2026",0,"4/16/2026",Active
INVBAL000204,"2026-04",M0012,PART-CAM-GIMBAL-1INCH,WH002,GR-00567,209,56,"4/16/2026",0,"4/16/2026",Active
INVBAL000205,"2026-04",M0028,PART-CAM-SURVEY-42MP,WH002,MAT-202604-00113,305,74,"4/14/2026",0,"4/14/2026",Active
INVBAL000206,"2026-04",M0028,PART-CAM-SURVEY-42MP,WH002,GR-00486,174,63,"4/14/2026",0,"4/14/2026",Active
INVBAL000207,"2026-04",M0028,PART-CAM-SURVEY-42MP,WH002,GR-00499,373,88,"4/14/2026",0,"4/14/2026",Active
INVBAL000208,"2026-04",M0028,PART-CAM-SURVEY-42MP,WH002,GR-00502,308,92,"4/14/2026",0,"4/14/2026",Active
INVBAL000209,"2026-04",M0030,PART-CAM-THERMAL,WH002,GR-00588,481,56,"4/16/2026",0,"4/16/2026",Active
INVBAL000210,"2026-04",M0030,PART-CAM-THERMAL,WH002,GR-00608,488,66,"4/16/2026",0,"4/16/2026",Active
INVBAL000211,"2026-04",M0030,PART-CAM-THERMAL,WH002,GR-00619,162,91,"4/16/2026",0,"4/16/2026",Active
INVBAL000212,"2026-04",M0017,PART-CAM-ZOOM,WH002,MAT-202604-00267,214,94,"4/16/2026",0,"4/16/2026",Active
INVBAL000213,"2026-04",M0017,PART-CAM-ZOOM,WH002,MAT-202604-00283,191,100,"4/16/2026",0,"4/16/2026",Active
INVBAL000214,"2026-04",M0017,PART-CAM-ZOOM,WH002,MAT-202604-00298,241,64,"4/16/2026",0,"4/16/2026",Active
INVBAL000215,"2026-04",M0017,PART-CAM-ZOOM,WH002,GR-00604,303,78,"4/16/2026",0,"4/16/2026",Active
INVBAL000216,"2026-04",M0031,PART-CAM-ZOOM-30X,WH002,MAT-202604-00295,274,81,"4/16/2026",0,"4/16/2026",Active
INVBAL000217,"2026-04",M0031,PART-CAM-ZOOM-30X,WH002,GR-00591,638,82,"4/16/2026",0,"4/16/2026",Active
INVBAL000218,"2026-04",M0107,PART-CAP-SMD-0201,WH002,MAT-202604-00090,2081,100,"4/14/2026",0,"4/14/2026",Active
INVBAL000219,"2026-04",M0107,PART-CAP-SMD-0201,WH002,GR-00494,1273,89,"4/14/2026",0,"4/14/2026",Active
INVBAL000220,"2026-04",M0107,PART-CAP-SMD-0201,WH002,GR-00505,860,64,"4/14/2026",0,"4/14/2026",Active
INVBAL000221,"2026-04",M0100,PART-CAP-SMD-0402,WH002,MAT-202604-00165,1773,96,"4/14/2026",0,"4/14/2026",Active
INVBAL000222,"2026-04",M0100,PART-CAP-SMD-0402,WH002,GR-00549,1378,97,"4/14/2026",0,"4/14/2026",Active
INVBAL000223,"2026-04",M0070,PART-COMPASS-IST8310,WH002,MAT-202604-00209,2767,77,"4/14/2026",0,"4/14/2026",Active
INVBAL000224,"2026-04",M0070,PART-COMPASS-IST8310,WH002,GR-00564,1442,51,"4/14/2026",0,"4/14/2026",Active
INVBAL000225,"2026-04",M0064,PART-COMPASS-QMC5883,WH002,MAT-202604-00236,524,50,"4/14/2026",0,"4/14/2026",Active
INVBAL000226,"2026-04",M0064,PART-COMPASS-QMC5883,WH002,MAT-202604-00250,494,75,"4/14/2026",0,"4/14/2026",Active
INVBAL000227,"2026-04",M0064,PART-COMPASS-QMC5883,WH002,MAT-202604-00265,604,98,"4/14/2026",0,"4/14/2026",Active
INVBAL000228,"2026-04",M0064,PART-COMPASS-QMC5883,WH002,MAT-202604-00282,1176,56,"4/14/2026",0,"4/14/2026",Active
INVBAL000229,"2026-04",M0098,PART-CONN-DF13-6P,WH002,MAT-202604-00203,463,97,"4/15/2026",0,"4/15/2026",Active
INVBAL000230,"2026-04",M0098,PART-CONN-DF13-6P,WH002,MAT-202604-00226,527,58,"4/15/2026",0,"4/15/2026",Active
INVBAL000231,"2026-04",M0098,PART-CONN-DF13-6P,WH002,GR-00558,913,72,"4/15/2026",0,"4/15/2026",Active
INVBAL000232,"2026-04",M0098,PART-CONN-DF13-6P,WH002,GR-00574,584,50,"4/15/2026",0,"4/15/2026",Active
INVBAL000233,"2026-04",M0111,PART-CONN-GH-1.25-10P,WH002,MAT-202604-00100,452,95,"4/15/2026",0,"4/15/2026",Active
INVBAL000234,"2026-04",M0111,PART-CONN-GH-1.25-10P,WH002,MAT-202604-00118,2339,97,"4/15/2026",0,"4/15/2026",Active
INVBAL000235,"2026-05",M0111,PART-CONN-GH-1.25-10P,WH002,MAT-202605-00328,608,62,"5/6/2026",0,"5/6/2026",Active
INVBAL000236,"2026-05",M0111,PART-CONN-GH-1.25-10P,WH002,MAT-202605-00315,2280,70,"5/20/2026",0,"5/20/2026",Active
INVBAL000237,"2026-04",M0105,PART-CONN-GH-1.25-6P,WH002,MAT-202604-00260,1974,93,"4/14/2026",0,"4/14/2026",Active
INVBAL000238,"2026-04",M0105,PART-CONN-GH-1.25-6P,WH002,MAT-202604-00264,1291,71,"4/14/2026",0,"4/14/2026",Active
INVBAL000239,"2026-04",M0103,PART-CRYSTAL-25M,WH002,MAT-202604-00237,1325,96,"4/16/2026",0,"4/16/2026",Active
INVBAL000240,"2026-04",M0103,PART-CRYSTAL-25M,WH002,MAT-202604-00258,977,87,"4/16/2026",0,"4/16/2026",Active
INVBAL000241,"2026-04",M0103,PART-CRYSTAL-25M,WH002,GR-00598,1210,86,"4/16/2026",0,"4/16/2026",Active
INVBAL000242,"2026-04",M0103,PART-CRYSTAL-25M,WH002,GR-00607,832,89,"4/16/2026",0,"4/16/2026",Active
INVBAL000243,"2026-04",M0095,PART-CRYSTAL-32K,WH002,MAT-202604-00093,964,99,"4/14/2026",0,"4/14/2026",Active
INVBAL000244,"2026-04",M0095,PART-CRYSTAL-32K,WH002,MAT-202604-00094,668,82,"4/14/2026",0,"4/14/2026",Active
INVBAL000245,"2026-04",M0095,PART-CRYSTAL-32K,WH002,GR-00481,1002,75,"4/14/2026",0,"4/14/2026",Active
INVBAL000246,"2026-04",M0094,PART-CRYSTAL-8M,WH002,GR-00563,1492,86,"4/16/2026",0,"4/16/2026",Active
INVBAL000247,"2026-04",M0094,PART-CRYSTAL-8M,WH002,GR-00580,2066,52,"4/16/2026",0,"4/16/2026",Active
INVBAL000248,"2026-05",M0059,PART-DAMPER-HARD,WH002,MAT-202605-00293,2055,85,"5/14/2026",0,"5/14/2026",Active
INVBAL000249,"2026-05",M0059,PART-DAMPER-HARD,WH002,GR-00593,2160,52,"5/14/2026",0,"5/14/2026",Active
INVBAL000250,"2026-05",M0059,PART-DAMPER-HARD,WH002,GR-00650,1642,95,"5/14/2026",0,"5/14/2026",Active
INVBAL000251,"2026-05",M0059,PART-DAMPER-HARD,WH002,GR-00668,656,77,"5/14/2026",0,"5/14/2026",Active
INVBAL000252,"2026-04",M0053,PART-DAMPER-MED,WH002,MAT-202604-00224,634,73,"4/15/2026",0,"4/15/2026",Active
INVBAL000253,"2026-04",M0053,PART-DAMPER-MED,WH002,MAT-202604-00231,848,63,"4/15/2026",0,"4/15/2026",Active
INVBAL000254,"2026-04",M0053,PART-DAMPER-MED,WH002,GR-00582,804,87,"4/15/2026",0,"4/15/2026",Active
INVBAL000255,"2026-04",M0053,PART-DAMPER-MED,WH002,GR-00614,999,52,"4/15/2026",0,"4/15/2026",Active
INVBAL000256,"2026-04",M0047,PART-DAMPER-SOFT,WH002,MAT-202604-00254,834,92,"4/14/2026",0,"4/14/2026",Active
INVBAL000257,"2026-04",M0047,PART-DAMPER-SOFT,WH002,MAT-202604-00289,1282,86,"4/14/2026",0,"4/14/2026",Active
INVBAL000258,"2026-04",M0047,PART-DAMPER-SOFT,WH002,GR-00611,683,95,"4/14/2026",0,"4/14/2026",Active
INVBAL000259,"2026-04",M0078,PART-ESC-30A,WH004,MAT-202604-00141,2533,51,"4/14/2026",0,"4/14/2026",Active
INVBAL000260,"2026-04",M0078,PART-ESC-30A,WH004,MAT-202604-00179,1171,56,"4/14/2026",0,"4/14/2026",Active
INVBAL000261,"2026-04",M0082,PART-ESC-40A,WH004,MAT-202604-00157,1841,58,"4/14/2026",0,"4/14/2026",Active
INVBAL000262,"2026-04",M0082,PART-ESC-40A,WH004,GR-00555,1479,69,"4/14/2026",0,"4/14/2026",Active
INVBAL000263,"2026-04",M0086,PART-ESC-50A-FOC,WH002,GR-00652,2462,64,"4/28/2026",0,"4/28/2026",Active
INVBAL000264,"2026-04",M0038,PART-ESC-60A,WH002,GR-00667,421,97,"4/13/2026",0,"4/13/2026",Active
INVBAL000265,"2026-05",M0038,PART-ESC-60A,WH002,GR-00632,600,75,"5/26/2026",0,"5/26/2026",Active
INVBAL000266,"2026-04",M0038,PART-ESC-60A,WH004,MAT-202604-00153,1843,88,"4/6/2026",0,"4/6/2026",Active
INVBAL000267,"2026-04",M0038,PART-ESC-60A,WH004,GR-00540,1765,53,"4/16/2026",0,"4/16/2026",Active
INVBAL000268,"2026-04",M0038,PART-ESC-60A,WH004,GR-00548,681,84,"4/16/2026",0,"4/16/2026",Active
INVBAL000269,"2026-04",M0110,PART-FPGA-ICE40,WH002,MAT-202604-00195,341,77,"4/16/2026",0,"4/16/2026",Active
INVBAL000270,"2026-04",M0110,PART-FPGA-ICE40,WH002,MAT-202604-00213,980,100,"4/16/2026",0,"4/16/2026",Active
INVBAL000271,"2026-04",M0110,PART-FPGA-ICE40,WH002,MAT-202604-00232,885,61,"4/16/2026",0,"4/16/2026",Active
INVBAL000272,"2026-04",M0110,PART-FPGA-ICE40,WH002,GR-00569,153,50,"4/16/2026",0,"4/16/2026",Active
INVBAL000273,"2026-05",M0110,PART-FPGA-ICE40,WH002,GR-00664,175,99,"5/6/2026",0,"5/6/2026",Active
INVBAL000274,"2026-05",M0033,PART-FRAME-HEX-CF,WH002,MAT-202605-00192,801,79,"5/15/2026",0,"5/15/2026",Active
INVBAL000275,"2026-05",M0033,PART-FRAME-HEX-CF,WH002,GR-00516,1244,73,"5/15/2026",0,"5/15/2026",Active
INVBAL000276,"2026-05",M0033,PART-FRAME-HEX-CF,WH002,GR-00547,1353,70,"5/15/2026",0,"5/15/2026",Active
INVBAL000277,"2026-04",M0036,PART-FRAME-HEX-CF-HD,WH002,MAT-202604-00109,1138,65,"4/15/2026",0,"4/15/2026",Active
INVBAL000278,"2026-04",M0036,PART-FRAME-HEX-CF-HD,WH002,MAT-202604-00128,955,80,"4/15/2026",0,"4/15/2026",Active
INVBAL000279,"2026-04",M0036,PART-FRAME-HEX-CF-HD,WH002,MAT-202604-00149,949,100,"4/15/2026",0,"4/15/2026",Active
INVBAL000280,"2026-04",M0036,PART-FRAME-HEX-CF-HD,WH002,GR-00539,806,98,"4/15/2026",0,"4/15/2026",Active
INVBAL000281,"2026-04",M0036,PART-FRAME-HEX-CF-HD,WH002,GR-00640,260,71,"4/17/2026",0,"4/17/2026",Active
INVBAL000282,"2026-04",M0036,PART-FRAME-HEX-CF-HD,WH002,MAT-202604-00308,247,84,"4/26/2026",0,"4/26/2026",Active
INVBAL000283,"2026-04",M0074,PART-GNSS-RTK-F9P,WH002,MAT-202604-00129,108,52,"4/15/2026",0,"4/15/2026",Active
INVBAL000284,"2026-04",M0074,PART-GNSS-RTK-F9P,WH002,MAT-202604-00170,845,80,"4/15/2026",0,"4/15/2026",Active
INVBAL000285,"2026-04",M0074,PART-GNSS-RTK-F9P,WH002,MAT-202604-00184,660,79,"4/15/2026",0,"4/15/2026",Active
INVBAL000286,"2026-04",M0074,PART-GNSS-RTK-F9P,WH002,GR-00535,851,99,"4/15/2026",0,"4/15/2026",Active
INVBAL000287,"2026-04",M0063,PART-GNSS-UBLOX-M8N,WH002,GR-00482,1788,57,"4/14/2026",0,"4/14/2026",Active
INVBAL000288,"2026-04",M0063,PART-GNSS-UBLOX-M8N,WH002,GR-00537,1779,96,"4/14/2026",0,"4/14/2026",Active
INVBAL000289,"2026-04",M0069,PART-GNSS-UBLOX-M9N,WH002,MAT-202604-00143,1934,68,"4/14/2026",0,"4/14/2026",Active
INVBAL000290,"2026-04",M0069,PART-GNSS-UBLOX-M9N,WH002,MAT-202604-00190,856,63,"4/14/2026",0,"4/14/2026",Active
INVBAL000291,"2026-04",M0073,PART-IMU-ADIS16505,WH002,MAT-202604-00142,483,50,"4/14/2026",0,"4/14/2026",Active
INVBAL000292,"2026-04",M0073,PART-IMU-ADIS16505,WH002,MAT-202604-00158,734,53,"4/14/2026",0,"4/14/2026",Active
INVBAL000293,"2026-04",M0073,PART-IMU-ADIS16505,WH002,MAT-202604-00201,681,87,"4/14/2026",0,"4/14/2026",Active
INVBAL000294,"2026-04",M0073,PART-IMU-ADIS16505,WH002,MAT-202604-00234,1244,52,"4/14/2026",0,"4/14/2026",Active
INVBAL000295,"2026-05",M0073,PART-IMU-ADIS16505,WH002,GR-00635,460,57,"5/8/2026",0,"5/8/2026",Active
INVBAL000296,"2026-04",M0067,PART-IMU-ICM20689,WH002,MAT-202604-00108,866,96,"4/16/2026",0,"4/16/2026",Active
INVBAL000297,"2026-04",M0067,PART-IMU-ICM20689,WH002,MAT-202604-00112,1338,55,"4/16/2026",0,"4/16/2026",Active
INVBAL000298,"2026-04",M0067,PART-IMU-ICM20689,WH002,GR-00492,1251,80,"4/16/2026",0,"4/16/2026",Active
INVBAL000299,"2026-04",M0061,PART-IMU-MPU6050,WH002,GR-00518,692,71,"4/16/2026",0,"4/16/2026",Active
INVBAL000300,"2026-04",M0061,PART-IMU-MPU6050,WH002,GR-00561,1276,83,"4/16/2026",0,"4/16/2026",Active
INVBAL000301,"2026-04",M0061,PART-IMU-MPU6050,WH002,GR-00579,1230,81,"4/16/2026",0,"4/16/2026",Active
INVBAL000302,"2026-04",M0061,PART-IMU-MPU6050,WH002,GR-00581,848,76,"4/16/2026",0,"4/16/2026",Active
INVBAL000303,"2026-04",M0029,PART-LIDAR,WH002,MAT-202604-00228,1203,86,"4/14/2026",0,"4/14/2026",Active
INVBAL000304,"2026-04",M0029,PART-LIDAR,WH002,MAT-202604-00273,626,89,"4/14/2026",0,"4/14/2026",Active
INVBAL000305,"2026-04",M0029,PART-LIDAR,WH002,MAT-202604-00287,877,100,"4/14/2026",0,"4/14/2026",Active
INVBAL000306,"2026-04",M0029,PART-LIDAR,WH002,GR-00573,1388,70,"4/14/2026",0,"4/14/2026",Active
INVBAL000307,"2026-04",M0118,PART-MCU-STM32F103,WH002,MAT-202604-00268,795,50,"4/14/2026",0,"4/14/2026",Active
INVBAL000308,"2026-04",M0118,PART-MCU-STM32F103,WH002,MAT-202604-00284,735,68,"4/14/2026",0,"4/14/2026",Active
INVBAL000309,"2026-04",M0118,PART-MCU-STM32F103,WH002,GR-00596,1159,56,"4/14/2026",0,"4/14/2026",Active
INVBAL000310,"2026-05",M0118,PART-MCU-STM32F103,WH002,GR-00660,570,95,"5/24/2026",0,"5/24/2026",Active
INVBAL000311,"2026-04",M0092,PART-MCU-STM32F427,WH002,MAT-202604-00103,988,72,"4/16/2026",0,"4/16/2026",Active
INVBAL000312,"2026-04",M0092,PART-MCU-STM32F427,WH002,MAT-202604-00105,369,80,"4/16/2026",0,"4/16/2026",Active
INVBAL000313,"2026-04",M0092,PART-MCU-STM32F427,WH002,GR-00497,476,58,"4/16/2026",0,"4/16/2026",Active
INVBAL000314,"2026-04",M0092,PART-MCU-STM32F427,WH002,GR-00519,574,75,"4/16/2026",0,"4/16/2026",Active
INVBAL000315,"2026-04",M0101,PART-MCU-STM32H743,WH002,MAT-202604-00098,936,82,"4/14/2026",0,"4/14/2026",Active
INVBAL000316,"2026-04",M0101,PART-MCU-STM32H743,WH002,MAT-202604-00111,488,59,"4/14/2026",0,"4/14/2026",Active
INVBAL000317,"2026-04",M0101,PART-MCU-STM32H743,WH002,GR-00490,1191,65,"4/14/2026",0,"4/14/2026",Active
INVBAL000318,"2026-04",M0108,PART-MCU-STM32H753,WH002,MAT-202604-00073,495,81,"4/14/2026",0,"4/14/2026",Active
INVBAL000319,"2026-04",M0108,PART-MCU-STM32H753,WH002,MAT-202604-00150,1779,59,"4/14/2026",0,"4/14/2026",Active
INVBAL000320,"2026-05",M0108,PART-MCU-STM32H753,WH002,MAT-202605-00327,300,83,"5/7/2026",0,"5/7/2026",Active
INVBAL000321,"2026-05",M0108,PART-MCU-STM32H753,WH002,MAT-202605-00325,147,50,"5/9/2026",0,"5/9/2026",Active
INVBAL000322,"2026-05",M0108,PART-MCU-STM32H753,WH002,GR-00663,145,59,"5/9/2026",0,"5/9/2026",Active
INVBAL000323,"2026-05",M0108,PART-MCU-STM32H753,WH002,GR-00637,437,91,"5/14/2026",0,"5/14/2026",Active
INVBAL000324,"2026-04",M0117,PART-MOSFET-DUAL,WH002,MAT-202604-00152,203,71,"4/16/2026",0,"4/16/2026",Active
INVBAL000325,"2026-04",M0117,PART-MOSFET-DUAL,WH002,MAT-202604-00187,523,74,"4/16/2026",0,"4/16/2026",Active
INVBAL000326,"2026-04",M0117,PART-MOSFET-DUAL,WH002,MAT-202604-00194,926,95,"4/16/2026",0,"4/16/2026",Active
INVBAL000327,"2026-04",M0077,PART-MOTOR-2212-920KV,WH004,MAT-202604-00242,903,51,"4/14/2026",0,"4/14/2026",Active
INVBAL000328,"2026-04",M0077,PART-MOTOR-2212-920KV,WH004,MAT-202604-00269,987,74,"4/14/2026",0,"4/14/2026",Active
INVBAL000329,"2026-04",M0077,PART-MOTOR-2212-920KV,WH004,GR-00594,762,95,"4/14/2026",0,"4/14/2026",Active
INVBAL000330,"2026-04",M0081,PART-MOTOR-2312-960KV,WH004,MAT-202604-00214,557,73,"4/14/2026",0,"4/14/2026",Active
INVBAL000331,"2026-04",M0081,PART-MOTOR-2312-960KV,WH004,GR-00566,582,78,"4/14/2026",0,"4/14/2026",Active
INVBAL000332,"2026-04",M0081,PART-MOTOR-2312-960KV,WH004,GR-00583,788,74,"4/14/2026",0,"4/14/2026",Active
INVBAL000333,"2026-04",M0081,PART-MOTOR-2312-960KV,WH004,GR-00585,903,51,"4/14/2026",0,"4/14/2026",Active
INVBAL000334,"2026-04",M0085,PART-MOTOR-4114-400KV,WH002,GR-00625,2166,95,"4/20/2026",0,"4/20/2026",Active
INVBAL000335,"2026-04",M0085,PART-MOTOR-4114-400KV,WH002,GR-00651,649,100,"4/20/2026",0,"4/20/2026",Active
INVBAL000336,"2026-05",M0085,PART-MOTOR-4114-400KV,WH002,GR-00636,786,95,"5/24/2026",0,"5/24/2026",Active
INVBAL000337,"2026-04",M0085,PART-MOTOR-4114-400KV,WH004,GR-00606,144,72,"4/16/2026",0,"4/16/2026",Active
INVBAL000338,"2026-04",M0037,PART-MOTOR-5010-PRO,WH002,MAT-202604-00313,444,75,"4/8/2026",0,"4/8/2026",Active
INVBAL000339,"2026-04",M0037,PART-MOTOR-5010-PRO,WH002,GR-00624,1482,72,"4/28/2026",0,"4/28/2026",Active
INVBAL000340,"2026-05",M0037,PART-MOTOR-5010-PRO,WH002,GR-00631,570,79,"5/14/2026",0,"5/14/2026",Active
INVBAL000341,"2026-04",M0037,PART-MOTOR-5010-PRO,WH004,MAT-202604-00136,1406,77,"4/15/2026",0,"4/15/2026",Active
INVBAL000342,"2026-04",M0037,PART-MOTOR-5010-PRO,WH004,GR-00517,711,51,"4/15/2026",0,"4/15/2026",Active
INVBAL000343,"2026-04",M0037,PART-MOTOR-5010-PRO,WH004,GR-00524,876,59,"4/15/2026",0,"4/15/2026",Active
INVBAL000344,"2026-04",M0116,PART-PCB-2L,WH002,MAT-202604-00255,733,76,"4/14/2026",0,"4/14/2026",Active
INVBAL000345,"2026-04",M0116,PART-PCB-2L,WH002,MAT-202604-00262,1005,97,"4/14/2026",0,"4/14/2026",Active
INVBAL000346,"2026-04",M0116,PART-PCB-2L,WH002,MAT-202604-00288,746,95,"4/14/2026",0,"4/14/2026",Active
INVBAL000347,"2026-04",M0116,PART-PCB-2L,WH002,GR-00605,1240,62,"4/14/2026",0,"4/14/2026",Active
INVBAL000348,"2026-05",M0116,PART-PCB-2L,WH002,GR-00659,180,99,"5/24/2026",0,"5/24/2026",Active
INVBAL000349,"2026-04",M0093,PART-PCB-FC-4L,WH002,MAT-202604-00275,1917,81,"4/14/2026",0,"4/14/2026",Active
INVBAL000350,"2026-04",M0093,PART-PCB-FC-4L,WH002,MAT-202604-00279,530,81,"4/14/2026",0,"4/14/2026",Active
INVBAL000351,"2026-04",M0093,PART-PCB-FC-4L,WH002,GR-00597,2010,61,"4/14/2026",0,"4/14/2026",Active
INVBAL000352,"2026-04",M0102,PART-PCB-FC-6L,WH002,MAT-202604-00139,2779,70,"4/14/2026",0,"4/14/2026",Active
INVBAL000353,"2026-04",M0102,PART-PCB-FC-6L,WH002,MAT-202604-00155,1457,71,"4/14/2026",0,"4/14/2026",Active
INVBAL000354,"2026-05",M0109,PART-PCB-FC-8L,WH002,MAT-202605-00076,865,84,"5/15/2026",0,"5/15/2026",Active
INVBAL000355,"2026-05",M0109,PART-PCB-FC-8L,WH002,MAT-202605-00101,1796,50,"5/15/2026",0,"5/15/2026",Active
INVBAL000356,"2026-05",M0109,PART-PCB-FC-8L,WH002,MAT-202605-00330,205,77,"5/15/2026",0,"5/15/2026",Active
INVBAL000357,"2026-05",M0109,PART-PCB-FC-8L,WH002,GR-00500,1570,57,"5/15/2026",0,"5/15/2026",Active
INVBAL000358,"2026-05",M0109,PART-PCB-FC-8L,WH002,GR-00643,247,57,"5/15/2026",0,"5/15/2026",Active
INVBAL000359,"2026-05",M0109,PART-PCB-FC-8L,WH002,GR-00647,600,53,"5/28/2026",0,"5/28/2026",Active
INVBAL000360,"2026-04",M0097,PART-POWER-REG-3.3V,WH002,GR-00599,1786,54,"4/16/2026",0,"4/16/2026",Active
INVBAL000361,"2026-04",M0097,PART-POWER-REG-3.3V,WH002,GR-00602,1837,50,"4/16/2026",0,"4/16/2026",Active
INVBAL000362,"2026-04",M0096,PART-POWER-REG-5V,WH002,MAT-202604-00253,421,98,"4/14/2026",0,"4/14/2026",Active
INVBAL000363,"2026-04",M0096,PART-POWER-REG-5V,WH002,MAT-202604-00278,674,76,"4/14/2026",0,"4/14/2026",Active
INVBAL000364,"2026-04",M0096,PART-POWER-REG-5V,WH002,MAT-202604-00297,487,65,"4/14/2026",0,"4/14/2026",Active
INVBAL000365,"2026-04",M0096,PART-POWER-REG-5V,WH002,MAT-202604-00299,1131,57,"4/14/2026",0,"4/14/2026",Active
INVBAL000366,"2026-04",M0104,PART-POWER-REG-5V-3A,WH002,MAT-202604-00080,1007,72,"4/16/2026",0,"4/16/2026",Active
INVBAL000367,"2026-04",M0104,PART-POWER-REG-5V-3A,WH002,MAT-202604-00083,1518,69,"4/16/2026",0,"4/16/2026",Active
INVBAL000368,"2026-04",M0104,PART-POWER-REG-5V-3A,WH002,GR-00503,854,94,"4/16/2026",0,"4/16/2026",Active
INVBAL000369,"2026-04",M0104,PART-POWER-REG-5V-3A,WH002,GR-00508,1071,62,"4/16/2026",0,"4/16/2026",Active
INVBAL000370,"2026-04",M0087,PART-PROP-1755-CF,WH002,MAT-202604-00324,395,78,"4/11/2026",0,"4/11/2026",Active
INVBAL000371,"2026-04",M0087,PART-PROP-1755-CF,WH002,GR-00661,494,87,"4/13/2026",0,"4/13/2026",Active
INVBAL000372,"2026-05",M0087,PART-PROP-1755-CF,WH002,MAT-202605-00321,3888,51,"5/14/2026",0,"5/14/2026",Active
INVBAL000373,"2026-04",M0039,PART-PROP-3016-CF,WH002,GR-00630,247,81,"4/14/2026",0,"4/14/2026",Active
INVBAL000374,"2026-04",M0039,PART-PROP-3016-CF,WH004,MAT-202604-00235,776,68,"4/15/2026",0,"4/15/2026",Active
INVBAL000375,"2026-04",M0039,PART-PROP-3016-CF,WH004,MAT-202604-00276,598,89,"4/15/2026",0,"4/15/2026",Active
INVBAL000376,"2026-04",M0039,PART-PROP-3016-CF,WH004,GR-00572,924,86,"4/15/2026",0,"4/15/2026",Active
INVBAL000377,"2026-04",M0039,PART-PROP-3016-CF,WH004,GR-00576,573,86,"4/15/2026",0,"4/15/2026",Active
INVBAL000378,"2026-04",M0079,PART-PROP-9045,WH004,MAT-202604-00271,1241,98,"4/15/2026",0,"4/15/2026",Active
INVBAL000379,"2026-04",M0079,PART-PROP-9045,WH004,GR-00600,1312,75,"4/15/2026",0,"4/15/2026",Active
INVBAL000380,"2026-04",M0083,PART-PROP-9450-CF,WH004,MAT-202604-00091,2567,53,"4/15/2026",0,"4/15/2026",Active
INVBAL000381,"2026-04",M0083,PART-PROP-9450-CF,WH004,GR-00498,1117,74,"4/15/2026",0,"4/15/2026",Active
INVBAL000382,"2026-04",M0027,PART-RADAR-ALT,WH002,GR-00628,260,79,"4/8/2026",0,"4/8/2026",Active
INVBAL000383,"2026-04",M0027,PART-RADAR-ALT,WH002,MAT-202604-00323,124,83,"4/9/2026",0,"4/9/2026",Active
INVBAL000384,"2026-04",M0027,PART-RADAR-ALT,WH002,MAT-202604-00188,2037,91,"4/14/2026",0,"4/14/2026",Active
INVBAL000385,"2026-04",M0027,PART-RADAR-ALT,WH002,MAT-202604-00304,260,87,"4/14/2026",0,"4/14/2026",Active
INVBAL000386,"2026-04",M0027,PART-RADAR-ALT,WH002,GR-00584,1620,65,"4/14/2026",0,"4/14/2026",Active
INVBAL000387,"2026-04",M0027,PART-RADAR-ALT,WH002,GR-00641,224,57,"4/14/2026",0,"4/14/2026",Active
INVBAL000388,"2026-04",M0027,PART-RADAR-ALT,WH002,MAT-202604-00310,114,85,"4/20/2026",0,"4/20/2026",Active
INVBAL000389,"2026-05",M0027,PART-RADAR-ALT,WH002,GR-00656,600,68,"5/17/2026",0,"5/17/2026",Active
INVBAL000390,"2026-04",M0009,PART-RC-ADV,WH003,MAT-202604-00079,1788,71,"4/14/2026",0,"4/14/2026",Active
INVBAL000391,"2026-04",M0009,PART-RC-ADV,WH003,MAT-202604-00115,905,73,"4/14/2026",0,"4/14/2026",Active
INVBAL000392,"2026-04",M0006,PART-RC-BASIC,WH003,MAT-202604-00089,2609,86,"4/14/2026",0,"4/14/2026",Active
INVBAL000393,"2026-04",M0006,PART-RC-BASIC,WH003,MAT-202604-00104,1771,88,"4/14/2026",0,"4/14/2026",Active
INVBAL000394,"2026-04",M0025,PART-RC-IND,WH002,MAT-202604-00333,281,95,"4/8/2026",0,"4/8/2026",Active
INVBAL000395,"2026-04",M0025,PART-RC-IND,WH002,MAT-202604-00334,361,83,"4/8/2026",0,"4/8/2026",Active
INVBAL000396,"2026-04",M0025,PART-RC-IND,WH002,GR-00649,361,77,"4/10/2026",0,"4/10/2026",Active
INVBAL000397,"2026-04",M0025,PART-RC-IND,WH002,MAT-202604-00309,361,74,"4/26/2026",0,"4/26/2026",Active
INVBAL000398,"2026-04",M0025,PART-RC-IND,WH002,GR-00626,361,79,"4/26/2026",0,"4/26/2026",Active
INVBAL000399,"2026-05",M0025,PART-RC-IND,WH002,MAT-202605-00306,483,58,"5/10/2026",0,"5/10/2026",Active
